iter	Passed	Remaining
506	10646	409317
507	10668	409337
508	10691	409422
509	10713	409429
510	10737	409505
511	10760	409588
512	10784	409664
513	10810	409822
514	10834	409934
515	10858	410017
516	10883	410136
517	10904	410104
518	10929	410257
519	10961	410628
520	11000	411290
521	11024	411360
522	11049	411490
523	11072	411560
524	11099	411741
525	11124	411877
526	11147	411897
527	11169	411913
528	11192	411966
529	11217	412075
530	11240	412116
531	11263	412167
532	11287	412263
533	11311	412330
534	11336	412468
535	11361	412581
536	11386	412681
537	11409	412737
538	11433	412825
539	11456	412862
540	11481	412985
541	11503	412976
542	11529	413136
543	11551	413146
544	11576	413263
545	11603	413437
546	11629	413572
547	11651	413595
548	11675	413671
549	11697	413657
550	11721	413740
551	11740	413630
552	11768	413840
553	11794	414006
554	11817	414031
555	11841	414109
556	11866	414234
557	11893	414381
558	11918	414518
559	11940	414496
560	11965	414616
561	11992	414799
562	12017	414899
563	12043	415041
564	12070	415200
565	12094	415287
566	12119	415373
567	12145	415513
568	12171	415633
569	12193	415633
570	12217	415709
571	12243	415854
572	12268	415964
573	12292	416022
574	12316	416099
575	12343	416257
576	12367	416329
577	12391	416378
578	12416	416479
579	12441	416586
580	12467	416696
581	12492	416813
582	12517	416915
583	12544	417070
584	12570	417199
585	12596	417312
586	12620	417385
587	12648	417586
588	12674	417689
589	12702	417877
590	12724	417877
591	12751	418029
592	12774	418061
593	12795	418014
594	12822	418185
595	12850	418378
596	12873	418409
597	12908	418822
598	12933	418915
599	12956	418926
600	12982	419041
601	13007	419143
602	13034	419281
603	13061	419437
604	13084	419475
605	13111	419599
606	13137	419720
607	13162	419819
608	13187	419908
609	13213	420021
610	13237	420057
611	13261	420125
612	13288	420269
613	13313	420340
614	13336	420366
615	13361	420464
616	13384	420467
617	13409	420567
618	13435	420657
619	13460	420743
620	13483	420770
621	13508	420837
622	13532	420892
623	13557	420970
624	13582	421053
625	13607	421145
626	13632	421219
627	13658	421336
628	13684	421435
629	13710	421541
630	13737	421686
631	13762	421768
632	13789	421893
633	13811	421890
634	13837	421981
635	13859	421983
636	13882	421982
637	13907	422065
638	13935	422221
639	13957	422211
640	13981	422269
641	14006	422338
642	14029	422357
643	14053	422389
644	14079	422500
645	14106	422618
646	14130	422684
647	14154	422713
648	14179	422778
649	14203	422823
650	14228	422885
651	14250	422886
652	14276	422985
653	14305	423183
654	14328	423194
655	14354	423280
656	14378	423336
657	14404	423432
658	14427	423423
659	14452	423492
660	14476	423538
661	14500	423586
662	14525	423656
663	14551	423754
664	14578	423886
665	14605	423988
666	14631	424098
667	14657	424191
668	14683	424286
669	14705	424262
670	14729	424309
671	14754	424363
672	14777	424369
673	14804	424488
674	14829	424556
675	14854	424627
676	14878	424670
677	14903	424737
678	14927	424750
679	14948	424714
680	14972	424761
681	14996	424787
682	15017	424722
683	15042	424789
684	15066	424844
685	15090	424853
686	15113	424884
687	15138	424925
688	15165	425047
689	15189	425080
690	15213	425115
691	15236	425124
692	15261	425187
693	15284	425204
694	15307	425207
695	15331	425232
696	15356	425294
697	15383	425391
698	15410	425512
699	15433	425528
700	15458	425573
701	15483	425654
702	15509	425715
703	15532	425734
704	15559	425837
705	15583	425865
706	15606	425888
707	15632	425952
708	15656	425984
709	15681	426043
710	15706	426101
711	15731	426153
712	15756	426215
713	15779	426212
714	15803	426256
715	15827	426293
716	15854	426399
717	15891	426756
718	15923	427024
719	15951	427137
720	15970	427042
721	15998	427161
722	16024	427259
723	16050	427340
724	16074	427362
725	16101	427460
726	16126	427521
727	16153	427636
728	16180	427731
729	16205	427789
730	16231	427871
731	16254	427858
732	16282	427978
733	16308	428062
734	16333	428104
735	16356	428116
736	16383	428226
737	16411	428333
738	16434	428347
739	16458	428363
740	16485	428469
741	16512	428556
742	16535	428556
743	16558	428569
744	16586	428676
745	16611	428743
746	16638	428824
747	16664	428907
748	16692	429024
749	16716	429056
750	16739	429062
751	16766	429152
752	16792	429216
753	16819	429319
754	16845	429394
755	16871	429476
756	16897	429535
757	16927	429696
758	16954	429809
759	16981	429888
760	17006	429934
761	17032	430022
762	17058	430085
763	17085	430175
764	17110	430216
765	17137	430320
766	17165	430425
767	17189	430444
768	17215	430518
769	17239	430532
770	17267	430652
771	17294	430741
772	17321	430852
773	17347	430916
774	17373	430968
775	17397	430995
776	17425	431114
777	17451	431177
778	17476	431219
779	17503	431311
780	17529	431359
781	17553	431385
782	17586	431617
783	17610	431642
784	17633	431627
785	17661	431748
786	17691	431902
787	17717	431968
788	17741	431977
789	17769	432088
790	17797	432197
791	17822	432246
792	17847	432274
793	17873	432350
794	17899	432401
795	17925	432452
796	17951	432519
797	17978	432599
798	18003	432638
799	18027	432666
800	18055	432764
801	18080	432811
802	18105	432834
803	18129	432848
804	18154	432890
805	18179	432921
806	18203	432935
807	18228	432961
808	18253	433001
809	18278	433037
810	18305	433124
811	18334	433248
812	18365	433440
813	18393	433535
814	18420	433606
815	18445	433650
816	18475	433797
817	18502	433885
818	18526	433902
819	18552	433956
820	18582	434094
821	18611	434225
822	18638	434294
823	18754	436442
824	18781	436518
825	18811	436683
826	18837	436725
827	18867	436859
828	18892	436903
829	18920	437006
830	18947	437069
831	18975	437159
832	19000	437194
833	19024	437202
834	19054	437333
835	19081	437423
836	19108	437489
837	19139	437653
838	19169	437796
839	19195	437836
840	19220	437861
841	19248	437961
842	19279	438118
843	19307	438205
844	19334	438289
845	19361	438362
846	19386	438373
847	19412	438421
848	19442	438561
849	19470	438661
850	19496	438712
851	19526	438844
852	19553	438910
853	19578	438923
854	19604	438970
855	19629	439004
856	19662	439203
857	19687	439239
858	19713	439268
859	19744	439422
860	19773	439535
861	19800	439599
862	19827	439672
863	19853	439708
864	19880	439776
865	19905	439803
866	19933	439890
867	19959	439944
868	19986	439996
869	20009	439976
870	20035	440018
871	20060	440041
872	20089	440152
873	20117	440229
874	20144	440304
875	20169	440325
876	20200	440477
877	20226	440519
878	20251	440531
879	20279	440625
880	20309	440756
881	20337	440830
882	20366	440941
883	20395	441031
884	20421	441087
885	20450	441178
886	20478	441279
887	20506	441360
888	20537	441508
889	20565	441585
890	20595	441696
891	20626	441859
892	20662	442107
893	20699	442367
894	20725	442404
895	20751	442457
896	20778	442512
897	20816	442799
898	20858	443170
899	20885	443231
900	20910	443258
901	20939	443353
902	20966	443415
903	20993	443456
904	21021	443534
905	21045	443525
906	21070	443548
907	21099	443656
908	21127	443721
909	21152	443746
910	21177	443751
911	21201	443743
912	21227	443777
913	21250	443746
914	21278	443828
915	21304	443869
916	21331	443908
917	21358	443965
918	21383	443982
919	21411	444061
920	21439	444134
921	21462	444098
922	21487	444106
923	21513	444139
924	21540	444203
925	21566	444242
926	21596	444337
927	21622	444385
928	21648	444419
929	21675	444473
930	21702	444513
931	21725	444497
932	21750	444493
933	21778	444565
934	21805	444621
935	21830	444630
936	21856	444669
937	21882	444695
938	21907	444712
939	21934	444763
940	21960	444782
941	21984	444776
942	22010	444805
943	22036	444839
944	22064	444904
945	22090	444932
946	22115	444946
947	22139	444930
948	22161	444878
949	22186	444903
950	22209	444875
951	22231	444811
952	22254	444794
953	22279	444802
954	22303	444781
955	22325	444725
956	22347	444680
957	22370	444647
958	22395	444656
959	22420	444664
960	22444	444662
961	22469	444664
962	22494	444672
963	22519	444682
964	22543	444683
965	22568	444679
966	22592	444683
967	22617	444691
968	22643	444705
969	22668	444732
970	22694	444750
971	22719	444755
972	22738	444651
973	22763	444665
974	22787	444649
975	22812	444648
976	22837	444655
977	22861	444653
978	22886	444653
979	22911	444670
980	22935	444652
981	22959	444646
982	22983	444630
983	23007	444625
984	23031	444606
985	23056	444618
986	23081	444626
987	23106	444627
988	23132	444665
989	23157	444673
990	23181	444667
991	23207	444689
992	23231	444669
993	23257	444709
994	23281	444688
995	23305	444667
996	23327	444635
997	23354	444664
998	23380	444692
999	23404	444680
1000	23430	444706
1001	23455	444721
1002	23481	444739
1003	23505	444730
1004	23528	444707
1005	23555	444752
1006	23579	444738
1007	23605	444755
1008	23636	444875
1009	23663	444915
1010	23687	444899
1011	23709	444852
1012	23734	444871
1013	23759	444870
1014	23782	444842
1015	23809	444886
1016	23832	444840
1017	23857	444848
1018	23882	444857
1019	23904	444808
1020	23929	444811
1021	23954	444822
1022	23979	444825
1023	24004	444828
1024	24029	444835
1025	24052	444808
1026	24076	444798
1027	24101	444802
1028	24126	444804
1029	24149	444776
1030	24174	444769
1031	24197	444744
1032	24221	444733
1033	24245	444710
1034	24270	444722
1035	24295	444730
1036	24320	444735
1037	24345	444730
1038	24369	444724
1039	24393	444719
1040	24417	444705
1041	24445	444749
1042	24469	444740
1043	24494	444752
1044	24520	444776
1045	24543	444748
1046	24570	444780
1047	24592	444723
1048	24618	444745
1049	24642	444734
1050	24670	444791
1051	24697	444839
1052	24719	444783
1053	24742	444759
1054	24768	444781
1055	24792	444762
1056	24816	444751
1057	24838	444699
1058	24865	444733
1059	24891	444767
1060	24918	444791
1061	24944	444828
1062	24972	444870
1063	24997	444874
1064	25025	444933
1065	25051	444963
1066	25076	444968
1067	25100	444948
1068	25124	444935
1069	25151	444965
1070	25177	444986
1071	25204	445021
1072	25230	445050
1073	25258	445102
1074	25285	445136
1075	25309	445134
1076	25335	445144
1077	25359	445128
1078	25381	445085
1079	25404	445042
1080	25428	445035
1081	25456	445086
1082	25478	445034
1083	25500	444989
1084	25525	444992
1085	25550	444994
1086	25574	444970
1087	25601	445015
1088	25625	444999
1089	25650	445005
1090	25674	444987
1091	25693	444887
1092	25730	445091
1093	25763	445226
1094	25795	445349
1095	25820	445356
1096	25848	445402
1097	25871	445374
1098	25894	445337
1099	25917	445310
1100	25942	445307
1101	25967	445304
1102	25990	445274
1103	26017	445305
1104	26043	445337
1105	26066	445298
1106	26092	445319
1107	26118	445329
1108	26145	445377
1109	26172	445395
1110	26197	445403
1111	26225	445448
1112	26250	445461
1113	26275	445459
1114	26303	445515
1115	26330	445545
1116	26354	445522
1117	26378	445506
1118	26404	445526
1119	26431	445564
1120	26457	445579
1121	26485	445623
1122	26511	445651
1123	26536	445646
1124	26563	445684
1125	26590	445704
1126	26618	445759
1127	26645	445784
1128	26670	445796
1129	26697	445832
1130	26723	445838
1131	26748	445839
1132	26773	445839
1133	26795	445795
1134	26820	445795
1135	26846	445808
1136	26872	445816
1137	26896	445807
1138	26921	445806
1139	26948	445834
1140	26976	445873
1141	26999	445853
1142	27027	445899
1143	27054	445931
1144	27080	445933
1145	27103	445913
1146	27128	445900
1147	27151	445874
1148	27170	445779
1149	27197	445794
1150	27221	445779
1151	27245	445770
1152	27269	445745
1153	27296	445774
1154	27324	445830
1155	27348	445804
1156	27367	445707
1157	27395	445754
1158	27423	445801
1159	27450	445831
1160	27475	445834
1161	27503	445872
1162	27527	445860
1163	27548	445794
1164	27575	445819
1165	27600	445829
1166	27626	445833
1167	27650	445810
1168	27675	445821
1169	27700	445815
1170	27723	445778
1171	27750	445802
1172	27774	445787
1173	27796	445733
1174	27820	445714
1175	27845	445724
1176	27870	445716
1177	27891	445647
1178	27918	445669
1179	27943	445670
1180	27969	445684
1181	27991	445643
1182	28014	445608
1183	28041	445624
1184	28065	445620
1185	28092	445650
1186	28118	445660
1187	28144	445669
1188	28169	445665
1189	28197	445702
1190	28223	445723
1191	28242	445630
1192	28268	445641
1193	28296	445676
1194	28322	445698
1195	28347	445691
1196	28373	445697
1197	28397	445683
1198	28424	445718
1199	28451	445737
1200	28476	445741
1201	28500	445711
1202	28523	445686
1203	28547	445670
1204	28573	445673
1205	28598	445665
1206	28619	445609
1207	28643	445582
1208	28667	445574
1209	28692	445567
1210	28718	445580
1211	28745	445608
1212	28771	445617
1213	28797	445618
1214	28823	445637
1215	28846	445602
1216	28870	445578
1217	28892	445539
1218	28916	445516
1219	28941	445513
1220	28967	445519
1221	28992	445518
1222	29018	445524
1223	29044	445533
1224	29069	445530
1225	29092	445497
1226	29117	445491
1227	29142	445490
1228	29168	445505
1229	29195	445524
1230	29218	445491
1231	29249	445586
1232	29277	445615
1233	29300	445591
1234	29327	445612
1235	29353	445621
1236	29376	445583
1237	29399	445558
1238	29425	445557
1239	29452	445580
1240	29475	445545
1241	29498	445522
1242	29525	445538
1243	29552	445572
1244	29575	445535
1245	29600	445522
1246	29625	445522
1247	29650	445521
1248	29675	445505
1249	29700	445504
1250	29725	445497
1251	29749	445484
1252	29775	445492
1253	29803	445535
1254	29822	445435
1255	29849	445468
1256	29874	445458
1257	29897	445422
1258	29922	445412
1259	29949	445432
1260	29973	445416
1261	29997	445402
1262	30023	445405
1263	30047	445389
1264	30075	445432
1265	30101	445440
1266	30122	445363
1267	30145	445339
1268	30172	445353
1269	30196	445342
1270	30223	445357
1271	30248	445360
1272	30267	445266
1273	30295	445300
1274	30323	445337
1275	30348	445332
1276	30367	445239
1277	30393	445253
1278	30421	445279
1279	30446	445280
1280	30470	445265
1281	30493	445217
1282	30519	445227
1283	30544	445220
1284	30568	445203
1285	30592	445187
1286	30617	445183
1287	30643	445187
1288	30678	445327
1289	30712	445450
1290	30738	445455
1291	30764	445470
1292	30787	445437
1293	30812	445421
1294	30837	445420
1295	30863	445426
1296	30885	445377
1297	30911	445382
1298	30935	445362
1299	30959	445337
1300	30982	445307
1301	31005	445272
1302	31030	445259
1303	31053	445230
1304	31077	445200
1305	31101	445184
1306	31127	445193
1307	31149	445148
1308	31171	445096
1309	31193	445048
1310	31219	445056
1311	31247	445085
1312	31268	445026
1313	31293	445010
1314	31409	446306
1315	31436	446318
1316	31461	446313
1317	31486	446308
1318	31512	446309
1319	31535	446278
1320	31563	446307
1321	31586	446277
1322	31611	446266
1323	31636	446250
1324	31660	446230
1325	31682	446187
1326	31709	446197
1327	31731	446152
1328	31753	446107
1329	31779	446105
1330	31804	446100
1331	31827	446064
1332	31851	446035
1333	31875	446011
1334	31899	445999
1335	31926	446012
1336	31950	445992
1337	31974	445974
1338	31999	445960
1339	32025	445965
1340	32050	445956
1341	32074	445930
1342	32098	445911
1343	32121	445882
1344	32146	445871
1345	32170	445845
1346	32194	445827
1347	32220	445822
1348	32243	445786
1349	32266	445759
1350	32291	445742
1351	32314	445714
1352	32337	445676
1353	32362	445670
1354	32385	445631
1355	32409	445607
1356	32435	445614
1357	32458	445575
1358	32483	445561
1359	32508	445550
1360	32534	445568
1361	32557	445532
1362	32583	445533
1363	32606	445491
1364	32631	445492
1365	32655	445464
1366	32676	445404
1367	32700	445374
1368	32724	445356
1369	32748	445329
1370	32774	445338
1371	32799	445326
1372	32820	445264
1373	32844	445242
1374	32868	445213
1375	32892	445200
1376	32916	445174
1377	32942	445172
1378	32967	445166
1379	32991	445152
1380	33016	445130
1381	33040	445114
1382	33062	445061
1383	33087	445055
1384	33110	445021
1385	33137	445033
1386	33160	444998
1387	33184	444978
1388	33208	444958
1389	33233	444945
1390	33259	444945
1391	33283	444928
1392	33306	444893
1393	33331	444881
1394	33355	444862
1395	33378	444825
1396	33403	444813
1397	33428	444809
1398	33452	444783
1399	33476	444756
1400	33499	444729
1401	33525	444730
1402	33546	444662
1403	33571	444658
1404	33596	444648
1405	33623	444662
1406	33648	444656
1407	33672	444631
1408	33696	444607
1409	33720	444578
1410	33744	444562
1411	33767	444525
1412	33794	444545
1413	33820	444549
1414	33846	444551
1415	33873	444570
1416	33897	444545
1417	33923	444545
1418	33950	444557
1419	33977	444580
1420	34003	444583
1421	34030	444594
1422	34055	444586
1423	34082	444603
1424	34108	444613
1425	34131	444570
1426	34154	444529
1427	34178	444511
1428	34203	444499
1429	34228	444490
1430	34254	444491
1431	34279	444482
1432	34301	444435
1433	34329	444459
1434	34355	444469
1435	34379	444443
1436	34403	444424
1437	34426	444389
1438	34451	444373
1439	34478	444394
1440	34504	444392
1441	34527	444361
1442	34550	444320
1443	34573	444283
1444	34599	444281
1445	34625	444285
1446	34651	444289
1447	34677	444289
1448	34699	444240
1449	34725	444248
1450	34752	444266
1451	34777	444252
1452	34800	444211
1453	34825	444206
1454	34850	444192
1455	34872	444144
1456	34900	444176
1457	34927	444183
1458	34951	444168
1459	34979	444192
1460	35005	444195
1461	35031	444190
1462	35055	444178
1463	35082	444191
1464	35105	444153
1465	35131	444146
1466	35154	444111
1467	35177	444083
1468	35200	444044
1469	35222	443999
1470	35249	444004
1471	35275	444010
1472	35297	443962
1473	35321	443939
1474	35345	443920
1475	35368	443879
1476	35392	443849
1477	35415	443822
1478	35441	443816
1479	35464	443791
1480	35491	443800
1481	35514	443761
1482	35539	443748
1483	35562	443722
1484	35592	443770
1485	35626	443863
1486	35655	443903
1487	35679	443888
1488	35705	443885
1489	35730	443874
1490	35755	443863
1491	35779	443838
1492	35803	443818
1493	35829	443813
1494	35854	443805
1495	35879	443795
1496	35904	443786
1497	35930	443786
1498	35955	443772
1499	35981	443768
1500	36006	443757
1501	36029	443720
1502	36053	443702
1503	36078	443693
1504	36103	443672
1505	36127	443652
1506	36152	443646
1507	36178	443638
1508	36203	443627
1509	36228	443614
1510	36253	443602
1511	36279	443603
1512	36302	443576
1513	36326	443551
1514	36350	443527
1515	36377	443540
1516	36403	443534
1517	36428	443528
1518	36452	443496
1519	36480	443522
1520	36504	443502
1521	36529	443490
1522	36553	443469
1523	36581	443491
1524	36607	443495
1525	36633	443491
1526	36660	443504
1527	36686	443502
1528	36711	443495
1529	36737	443495
1530	36764	443498
1531	36791	443510
1532	36816	443507
1533	36842	443504
1534	36866	443476
1535	36891	443464
1536	36915	443438
1537	36941	443438
1538	36965	443417
1539	36992	443428
1540	37016	443407
1541	37041	443393
1542	37067	443387
1543	37092	443377
1544	37115	443343
1545	37141	443338
1546	37166	443327
1547	37191	443316
1548	37214	443284
1549	37240	443279
1550	37266	443281
1551	37290	443258
1552	37312	443208
1553	37338	443202
1554	37365	443216
1555	37389	443196
1556	37417	443216
1557	37441	443194
1558	37465	443173
1559	37490	443155
1560	37514	443127
1561	37538	443111
1562	37563	443097
1563	37587	443072
1564	37611	443041
1565	37636	443038
1566	37662	443031
1567	37687	443017
1568	37710	442982
1569	37735	442969
1570	37762	442985
1571	37787	442966
1572	37809	442926
1573	37834	442913
1574	37862	442929
1575	37886	442905
1576	37910	442885
1577	37935	442871
1578	37961	442873
1579	37985	442848
1580	38012	442852
1581	38034	442804
1582	38057	442773
1583	38081	442747
1584	38105	442718
1585	38129	442700
1586	38154	442680
1587	38179	442673
1588	38205	442665
1589	38230	442659
1590	38255	442648
1591	38279	442622
1592	38303	442598
1593	38327	442575
1594	38351	442546
1595	38375	442525
1596	38400	442512
1597	38426	442504
1598	38451	442496
1599	38477	442491
1600	38501	442471
1601	38525	442445
1602	38549	442422
1603	38575	442419
1604	38599	442388
1605	38625	442392
1606	38652	442398
1607	38677	442381
1608	38703	442388
1609	38727	442361
1610	38751	442333
1611	38775	442306
1612	38799	442284
1613	38823	442261
1614	38850	442266
1615	38872	442219
1616	38898	442222
1617	38922	442191
1618	38946	442168
1619	38969	442134
1620	38991	442085
1621	39016	442070
1622	39039	442037
1623	39063	442014
1624	39088	441997
1625	39110	441954
1626	39134	441928
1627	39157	441887
1628	39184	441900
1629	39211	441907
1630	39234	441878
1631	39260	441871
1632	39285	441863
1633	39313	441874
1634	39341	441903
1635	39364	441862
1636	39388	441837
1637	39416	441859
1638	39442	441853
1639	39466	441832
1640	39490	441810
1641	39516	441801
1642	39542	441803
1643	39566	441772
1644	39586	441712
1645	39614	441722
1646	39639	441713
1647	39665	441714
1648	39691	441711
1649	39716	441695
1650	39741	441682
1651	39765	441653
1652	39789	441629
1653	39814	441620
1654	39840	441615
1655	39863	441582
1656	39887	441554
1657	39913	441547
1658	39939	441550
1659	39962	441515
1660	39987	441496
1661	40012	441486
1662	40038	441477
1663	40063	441472
1664	40091	441490
1665	40116	441476
1666	40140	441444
1667	40166	441442
1668	40191	441427
