iter	Passed	Remaining
4882	126443	391448
4883	126465	391410
4884	126490	391382
4885	126515	391354
4886	126540	391324
4887	126561	391284
4888	126586	391254
4889	126611	391227
4890	126629	391177
4891	126656	391153
4892	126678	391117
4893	126703	391088
4894	126726	391053
4895	126747	391012
4896	126770	390977
4897	126795	390947
4898	126819	390917
4899	126842	390882
4900	126867	390852
4901	126892	390824
4902	126918	390799
4903	126941	390765
4904	126964	390729
4905	126988	390698
4906	127012	390665
4907	127036	390635
4908	127057	390593
4909	127083	390567
4910	127108	390539
4911	127132	390507
4912	127154	390470
4913	127178	390438
4914	127201	390403
4915	127226	390374
4916	127250	390343
4917	127274	390310
4918	127298	390280
4919	127321	390246
4920	127346	390216
4921	127372	390191
4922	127398	390165
4923	127423	390138
4924	127447	390105
4925	127470	390071
4926	127494	390038
4927	127521	390016
4928	127543	389980
4929	127567	389946
4930	127594	389925
4931	127620	389899
4932	127642	389863
4933	127665	389827
4934	127690	389800
4935	127714	389768
4936	127740	389743
4937	127766	389716
4938	127791	389688
4939	127814	389654
4940	127839	389626
4941	127864	389594
4942	127889	389567
4943	127913	389534
4944	127937	389505
4945	127962	389474
4946	127985	389440
4947	128010	389413
4948	128035	389383
4949	128060	389354
4950	128085	389328
4951	128113	389307
4952	128137	389275
4953	128161	389244
4954	128186	389214
4955	128210	389183
4956	128235	389156
4957	128258	389122
4958	128283	389093
4959	128308	389062
4960	128332	389032
4961	128357	389003
4962	128381	388971
4963	128407	388946
4964	128430	388914
4965	128454	388882
4966	128483	388863
4967	128507	388834
4968	128534	388810
4969	128559	388782
4970	128581	388746
4971	128605	388714
4972	128634	388697
4973	128659	388667
4974	128683	388635
4975	128710	388613
4976	128737	388591
4977	128762	388564
4978	128787	388536
4979	128812	388507
4980	128835	388473
4981	128861	388446
4982	128887	388422
4983	128907	388377
4984	128931	388345
4985	128956	388316
4986	128978	388281
4987	129001	388246
4988	129028	388222
4989	129050	388187
4990	129073	388152
4991	129101	388131
4992	129125	388101
4993	129148	388065
4994	129173	388036
4995	129197	388005
4996	129221	387975
4997	129244	387940
4998	129268	387910
4999	129294	387883
5000	129329	387884
5001	129362	387879
5002	129392	387867
5003	129419	387844
5004	129446	387821
5005	129474	387804
5006	129500	387777
5007	129525	387748
5008	129549	387717
5009	129574	387688
5010	129598	387658
5011	129624	387633
5012	129650	387607
5013	129673	387573
5014	129699	387548
5015	129725	387522
5016	129750	387491
5017	129773	387458
5018	129798	387428
5019	129824	387405
5020	129848	387371
5021	129872	387342
5022	129900	387322
5023	129926	387295
5024	129949	387261
5025	129972	387227
5026	129995	387193
5027	130021	387168
5028	130048	387145
5029	130073	387118
5030	130100	387094
5031	130125	387067
5032	130153	387047
5033	130179	387022
5034	130204	386991
5035	130228	386963
5036	130253	386934
5037	130282	386917
5038	130310	386896
5039	130339	386880
5040	130366	386859
5041	130392	386831
5042	130420	386812
5043	130447	386790
5044	130471	386759
5045	130498	386736
5046	130528	386723
5047	130552	386691
5048	130580	386672
5049	130605	386645
5050	130633	386623
5051	130657	386591
5052	130685	386572
5053	130711	386546
5054	130737	386522
5055	130761	386489
5056	130788	386470
5057	130813	386441
5058	130841	386421
5059	130869	386401
5060	130898	386384
5061	130924	386358
5062	130950	386332
5063	130976	386309
5064	131002	386282
5065	131029	386259
5066	131054	386230
5067	131081	386209
5068	131108	386185
5069	131133	386158
5070	131160	386135
5071	131188	386117
5072	131215	386094
5073	131244	386077
5074	131272	386058
5075	131296	386026
5076	131324	386005
5077	131361	386013
5078	131385	385981
5079	131411	385955
5080	131435	385925
5081	131463	385906
5082	131493	385890
5083	131518	385862
5084	131542	385832
5085	131567	385803
5086	131590	385770
5087	131616	385743
5088	131640	385711
5089	131665	385685
5090	131687	385647
5091	131714	385625
5092	131739	385596
5093	131764	385568
5094	131787	385534
5095	131811	385501
5096	131836	385475
5097	131860	385443
5098	131886	385416
5099	131910	385385
5100	131936	385359
5101	131962	385333
5102	131987	385307
5103	132011	385274
5104	132040	385256
5105	132069	385240
5106	132097	385222
5107	132124	385199
5108	132152	385179
5109	132180	385159
5110	132205	385132
5111	132229	385100
5112	132254	385071
5113	132278	385039
5114	132304	385014
5115	132331	384991
5116	132355	384961
5117	132380	384933
5118	132405	384903
5119	132426	384863
5120	132453	384840
5121	132478	384813
5122	132503	384784
5123	132529	384760
5124	132557	384739
5125	132584	384717
5126	132610	384692
5127	132636	384665
5128	132658	384630
5129	132684	384604
5130	132713	384587
5131	132739	384562
5132	132766	384539
5133	132796	384524
5134	132824	384504
5135	132851	384484
5136	132877	384458
5137	132906	384442
5138	132935	384422
5139	132961	384399
5140	132988	384375
5141	133014	384349
5142	133040	384325
5143	133067	384301
5144	133094	384280
5145	133118	384248
5146	133143	384220
5147	133168	384190
5148	133193	384163
5149	133212	384116
5150	133238	384093
5151	133266	384072
5152	133293	384050
5153	133317	384018
5154	133342	383989
5155	133369	383967
5156	133396	383944
5157	133422	383918
5158	133447	383890
5159	133472	383863
5160	133502	383848
5161	133524	383811
5162	133551	383789
5163	133579	383768
5164	133606	383745
5165	133629	383711
5166	133658	383696
5167	133685	383671
5168	133710	383643
5169	133737	383622
5170	133765	383602
5171	133794	383584
5172	133823	383567
5173	133846	383535
5174	133871	383506
5175	133896	383478
5176	133924	383459
5177	133951	383434
5178	133976	383407
5179	134003	383384
5180	134030	383361
5181	134057	383337
5182	134083	383314
5183	134109	383287
5184	134138	383272
5185	134162	383240
5186	134190	383221
5187	134216	383194
5188	134245	383177
5189	134284	383188
5190	134314	383176
5191	134340	383149
5192	134368	383129
5193	134395	383106
5194	134422	383085
5195	134448	383060
5196	134473	383031
5197	134500	383008
5198	134525	382980
5199	134549	382948
5200	134574	382921
5201	134597	382887
5202	134624	382863
5203	134649	382836
5204	134676	382812
5205	134701	382783
5206	134728	382762
5207	134756	382740
5208	134783	382719
5209	134811	382698
5210	134840	382681
5211	134866	382657
5212	134893	382633
5213	134920	382610
5214	134944	382581
5215	134968	382549
5216	134992	382518
5217	135020	382497
5218	135045	382470
5219	135074	382451
5220	135100	382427
5221	135128	382405
5222	135152	382376
5223	135173	382336
5224	135201	382316
5225	135228	382294
5226	135256	382272
5227	135281	382245
5228	135306	382216
5229	135332	382190
5230	135358	382166
5231	135385	382143
5232	135411	382116
5233	135440	382100
5234	135467	382079
5235	135492	382050
5236	135516	382018
5237	135542	381994
5238	135569	381969
5239	135597	381950
5240	135623	381924
5241	135649	381899
5242	135672	381864
5243	135699	381841
5244	135727	381822
5245	135751	381790
5246	135776	381764
5247	135803	381739
5248	135830	381717
5249	135858	381699
5250	135882	381667
5251	135910	381646
5252	135938	381626
5253	135965	381602
5254	135991	381577
5255	136019	381559
5256	136045	381532
5257	136070	381503
5258	136097	381480
5259	136124	381458
5260	136149	381430
5261	136176	381407
5262	136203	381384
5263	136231	381365
5264	136259	381345
5265	136285	381319
5266	136313	381299
5267	136340	381276
5268	136365	381248
5269	136395	381235
5270	136422	381211
5271	136450	381190
5272	136475	381162
5273	136502	381139
5274	136530	381120
5275	136558	381100
5276	136583	381073
5277	136610	381048
5278	136640	381035
5279	136669	381019
5280	136708	381027
5281	136841	381300
5282	136872	381288
5283	136895	381255
5284	136930	381254
5285	136958	381234
5286	136984	381208
5287	137013	381190
5288	137041	381170
5289	137068	381148
5290	137095	381127
5291	137123	381105
5292	137149	381080
5293	137179	381066
5294	137208	381048
5295	137234	381023
5296	137262	381001
5297	137290	380981
5298	137321	380970
5299	137348	380947
5300	137378	380932
5301	137407	380915
5302	137434	380893
5303	137459	380865
5304	137494	380864
5305	137521	380839
5306	137550	380822
5307	137575	380795
5308	137601	380770
5309	137632	380756
5310	137660	380737
5311	137688	380715
5312	137715	380694
5313	137744	380675
5314	137773	380658
5315	137802	380642
5316	137827	380613
5317	137858	380601
5318	137884	380575
5319	137910	380550
5320	137940	380534
5321	137965	380507
5322	137992	380484
5323	138022	380468
5324	138049	380447
5325	138076	380424
5326	138104	380403
5327	138130	380378
5328	138157	380354
5329	138188	380343
5330	138214	380317
5331	138243	380298
5332	138270	380277
5333	138300	380261
5334	138329	380244
5335	138356	380220
5336	138384	380200
5337	138411	380178
5338	138443	380169
5339	138473	380153
5340	138502	380135
5341	138526	380105
5342	138554	380085
5343	138580	380058
5344	138609	380042
5345	138634	380012
5346	138665	380000
5347	138692	379977
5348	138719	379953
5349	138748	379937
5350	138780	379928
5351	138807	379906
5352	138837	379890
5353	138864	379866
5354	138889	379837
5355	138922	379833
5356	138968	379860
5357	139007	379869
5358	139032	379841
5359	139062	379828
5360	139090	379805
5361	139116	379782
5362	139145	379762
5363	139173	379743
5364	139210	379748
5365	139249	379756
5366	139279	379743
5367	139308	379725
5368	139337	379707
5369	139369	379698
5370	139397	379676
5371	139422	379647
5372	139453	379637
5373	139482	379620
5374	139511	379601
5375	139541	379586
5376	139569	379565
5377	139597	379544
5378	139622	379515
5379	139651	379499
5380	139679	379479
5381	139708	379461
5382	139743	379458
5383	139772	379441
5384	139802	379427
5385	139829	379403
5386	139858	379385
5387	139888	379371
5388	139917	379354
5389	139949	379342
5390	139978	379324
5391	140009	379313
5392	140037	379293
5393	140064	379271
5394	140093	379250
5395	140119	379226
5396	140149	379210
5397	140178	379193
5398	140211	379187
5399	140238	379164
5400	140264	379136
5401	140295	379125
5402	140322	379101
5403	140349	379077
5404	140376	379054
5405	140404	379034
5406	140433	379016
5407	140464	379004
5408	140493	378987
5409	140523	378972
5410	140555	378962
5411	140584	378944
5412	140609	378915
5413	140637	378895
5414	140665	378873
5415	140691	378849
5416	140717	378822
5417	140745	378803
5418	140771	378776
5419	140799	378755
5420	140825	378730
5421	140852	378707
5422	140875	378673
5423	140903	378652
5424	140934	378638
5425	140960	378615
5426	140990	378599
5427	141018	378578
5428	141045	378553
5429	141072	378531
5430	141100	378512
5431	141129	378492
5432	141155	378467
5433	141184	378449
5434	141212	378428
5435	141255	378447
5436	141297	378463
5437	141323	378440
5438	141350	378417
5439	141378	378395
5440	141406	378374
5441	141433	378352
5442	141462	378333
5443	141487	378303
5444	141511	378274
5445	141540	378256
5446	141565	378227
5447	141591	378200
5448	141617	378173
5449	141643	378149
5450	141668	378121
5451	141694	378093
5452	141722	378073
5453	141749	378050
5454	141777	378028
5455	141805	378008
5456	141832	377985
5457	141856	377954
5458	141886	377940
5459	141910	377909
5460	141936	377882
5461	141961	377853
5462	141985	377822
5463	142009	377790
5464	142032	377756
5465	142059	377733
5466	142086	377710
5467	142112	377683
5468	142135	377651
5469	142163	377630
5470	142188	377601
5471	142217	377583
5472	142242	377555
5473	142271	377535
5474	142298	377513
5475	142324	377488
5476	142351	377463
5477	142375	377432
5478	142399	377401
5479	142429	377386
5480	142456	377363
5481	142481	377333
5482	142508	377311
5483	142534	377284
5484	142559	377257
5485	142584	377226
5486	142612	377207
5487	142637	377179
5488	142662	377150
5489	142688	377124
5490	142717	377105
5491	142742	377076
5492	142770	377057
5493	142796	377029
5494	142821	377001
5495	142841	376961
5496	142869	376938
5497	142894	376910
5498	142919	376881
5499	142945	376856
5500	142972	376834
5501	143000	376811
5502	143023	376778
5503	143050	376755
5504	143076	376727
5505	143103	376705
5506	143128	376677
5507	143153	376648
5508	143179	376623
5509	143204	376595
5510	143231	376571
5511	143258	376547
5512	143285	376525
5513	143313	376504
5514	143338	376476
5515	143365	376451
5516	143392	376426
5517	143420	376406
5518	143445	376379
5519	143471	376351
5520	143499	376332
5521	143524	376304
5522	143545	376264
5523	143573	376242
5524	143602	376225
5525	143627	376196
5526	143651	376165
5527	143680	376146
5528	143706	376120
5529	143730	376091
5530	143760	376075
5531	143789	376055
5532	143812	376022
5533	143836	375993
5534	143864	375971
5535	143892	375949
5536	143916	375918
5537	143942	375893
5538	143973	375881
5539	144002	375862
5540	144031	375842
5541	144053	375806
5542	144080	375784
5543	144106	375758
5544	144142	375759
5545	144179	375762
5546	144213	375755
5547	144241	375734
5548	144269	375713
5549	144293	375683
5550	144319	375656
5551	144343	375627
5552	144369	375601
5553	144397	375578
5554	144423	375551
5555	144449	375526
5556	144474	375498
5557	144500	375471
5558	144524	375441
5559	144549	375412
5560	144574	375383
5561	144601	375359
5562	144627	375334
5563	144651	375304
5564	144676	375275
5565	144704	375253
5566	144730	375228
5567	144756	375202
5568	144785	375183
5569	144808	375150
5570	144835	375126
5571	144862	375102
5572	144892	375088
5573	144918	375061
5574	144945	375037
5575	144970	375010
5576	144998	374988
5577	145023	374959
5578	145050	374935
5579	145076	374911
5580	145101	374882
5581	145130	374864
5582	145155	374836
5583	145184	374816
5584	145210	374791
5585	145238	374770
5586	145263	374741
5587	145292	374723
5588	145319	374699
5589	145341	374664
5590	145366	374634
5591	145389	374602
5592	145414	374572
5593	145437	374539
5594	145465	374518
5595	145488	374485
5596	145513	374456
5597	145537	374426
5598	145563	374398
5599	145586	374364
5600	145614	374343
5601	145638	374314
5602	145663	374284
5603	145686	374251
5604	145711	374221
5605	145735	374192
5606	145762	374169
5607	145785	374134
5608	145810	374105
5609	145837	374082
5610	145863	374056
5611	145893	374041
5612	145921	374019
5613	145944	373987
5614	145971	373962
5615	145998	373939
5616	146024	373913
5617	146049	373883
5618	146075	373857
5619	146102	373835
5620	146127	373806
5621	146152	373779
5622	146179	373755
5623	146204	373726
5624	146232	373705
5625	146261	373686
5626	146288	373663
5627	146316	373643
5628	146345	373623
5629	146369	373594
5630	146395	373567
5631	146422	373543
5632	146447	373514
5633	146472	373486
5634	146500	373464
5635	146525	373437
5636	146550	373409
5637	146575	373378
5638	146600	373351
5639	146624	373319
5640	146649	373291
5641	146673	373261
5642	146699	373233
5643	146723	373204
5644	146749	373178
5645	146773	373146
5646	146800	373124
5647	146829	373104
5648	146857	373083
5649	146880	373049
5650	146905	373021
5651	146932	372998
5652	146959	372974
5653	146984	372946
5654	147012	372924
5655	147037	372897
5656	147062	372869
5657	147092	372853
5658	147117	372824
5659	147142	372795
5660	147169	372772
5661	147195	372747
5662	147222	372723
5663	147247	372695
5664	147274	372671
5665	147299	372641
5666	147326	372618
5667	147350	372587
5668	147379	372569
5669	147404	372539
5670	147432	372518
5671	147453	372481
5672	147480	372458
5673	147508	372436
5674	147535	372412
5675	147560	372384
5676	147586	372359
5677	147613	372334
5678	147640	372312
5679	147668	372290
5680	147696	372271
5681	147720	372239
5682	147745	372210
5683	147773	372188
5684	147799	372164
5685	147826	372139
5686	147852	372113
5687	147875	372081
5688	147902	372056
5689	147929	372032
5690	147954	372005
5691	147981	371982
5692	148004	371947
5693	148029	371920
5694	148056	371896
5695	148083	371872
5696	148110	371849
5697	148138	371827
5698	148164	371802
5699	148192	371782
5700	148221	371763
5701	148249	371741
5702	148277	371720
5703	148301	371688
5704	148325	371658
5705	148354	371640
5706	148378	371608
5707	148403	371579
5708	148429	371554
5709	148456	371530
5710	148483	371507
5711	148510	371483
5712	148538	371464
5713	148568	371446
5714	148592	371416
5715	148617	371387
5716	148642	371358
5717	148669	371334
5718	148696	371311
5719	148722	371286
5720	148747	371256
5721	148772	371228
5722	148799	371204
5723	148821	371170
5724	148849	371147
5725	148874	371120
5726	148902	371100
5727	148930	371078
5728	148954	371048
5729	148982	371026
5730	149010	371005
5731	149036	370980
5732	149072	370978
5733	149114	370991
5734	149143	370973
5735	149168	370944
5736	149197	370926
5737	149222	370897
5738	149249	370873
5739	149275	370848
5740	149301	370820
5741	149328	370798
5742	149357	370780
5743	149383	370753
5744	149413	370737
5745	149441	370716
5746	149467	370691
5747	149495	370670
5748	149522	370647
5749	149548	370620
5750	149573	370592
5751	149601	370569
5752	149625	370539
5753	149652	370515
5754	149676	370486
5755	149700	370453
5756	149725	370424
5757	149749	370395
5758	149775	370369
5759	149801	370343
5760	149827	370316
5761	149852	370289
5762	149882	370271
5763	149909	370248
5764	149938	370229
5765	149962	370198
5766	149988	370173
5767	150016	370151
5768	150043	370127
5769	150068	370100
5770	150096	370077
5771	150124	370056
5772	150152	370037
5773	150180	370015
5774	150206	369988
5775	150234	369967
5776	150260	369942
5777	150286	369916
5778	150312	369890
5779	150341	369870
5780	150363	369836
5781	150397	369828
5782	150423	369803
5783	150450	369779
5784	150475	369751
5785	150501	369725
5786	150527	369698
5787	150551	369666
5788	150578	369643
5789	150604	369619
5790	150631	369595
5791	150757	369813
5792	150785	369792
5793	150817	369782
5794	150844	369756
5795	150868	369726
5796	150892	369696
5797	150917	369667
5798	150942	369638
5799	150967	369610
5800	150993	369584
5801	151020	369560
5802	151042	369525
5803	151070	369504
5804	151096	369477
5805	151123	369453
5806	151148	369425
5807	151177	369404
5808	151201	369374
5809	151228	369352
5810	151256	369330
5811	151284	369308
5812	151314	369291
5813	151341	369268
5814	151368	369244
5815	151392	369215
5816	151420	369192
5817	151446	369168
5818	151472	369141
5819	151498	369115
5820	151525	369090
5821	151552	369066
5822	151578	369042
5823	151605	369017
5824	151629	368986
5825	151650	368948
5826	151674	368918
5827	151702	368897
5828	151726	368865
5829	151753	368842
5830	151777	368810
5831	151804	368786
5832	151826	368751
5833	151849	368717
5834	151875	368692
5835	151902	368667
5836	151927	368638
5837	151951	368609
5838	151976	368580
5839	152001	368552
5840	152028	368527
5841	152054	368502
5842	152079	368474
5843	152105	368448
5844	152132	368422
5845	152158	368397
5846	152187	368378
5847	152221	368371
5848	152247	368346
5849	152274	368323
5850	152306	368309
5851	152340	368304
5852	152371	368289
5853	152393	368254
5854	152421	368231
5855	152446	368202
5856	152470	368171
5857	152495	368144
5858	152521	368117
5859	152548	368094
5860	152568	368055
5861	152597	368034
5862	152625	368013
5863	152654	367994
5864	152680	367969
5865	152710	367951
5866	152735	367924
5867	152759	367893
5868	152791	367880
5869	152817	367855
5870	152844	367830
5871	152872	367810
5872	152896	367780
5873	152923	367756
5874	152953	367738
5875	152981	367717
5876	153008	367694
5877	153037	367675
5878	153060	367641
5879	153085	367614
5880	153114	367593
5881	153142	367572
5882	153166	367543
5883	153195	367523
5884	153224	367504
5885	153252	367483
5886	153285	367473
5887	153313	367451
5888	153342	367432
5889	153369	367408
5890	153393	367379
5891	153422	367358
5892	153452	367342
5893	153478	367316
5894	153504	367290
5895	153531	367266
5896	153557	367240
5897	153582	367211
5898	153608	367186
5899	153637	367167
5900	153663	367140
5901	153689	367115
5902	153716	367091
5903	153744	367071
5904	153772	367048
5905	153797	367021
5906	153828	367005
5907	153855	366982
5908	153881	366956
5909	153909	366935
5910	153938	366916
5911	153966	366893
5912	154004	366896
5913	154038	366889
5914	154073	366886
5915	154103	366869
5916	154132	366849
5917	154160	366829
5918	154191	366814
5919	154218	366790
5920	154245	366765
5921	154272	366742
5922	154298	366716
5923	154323	366688
5924	154351	366665
5925	154380	366647
5926	154406	366620
5927	154431	366591
5928	154458	366569
5929	154487	366548
5930	154514	366524
5931	154540	366499
5932	154567	366475
5933	154594	366451
5934	154625	366437
5935	154654	366417
5936	154681	366394
5937	154709	366374
5938	154738	366354
5939	154772	366347
5940	154801	366327
5941	154830	366308
5942	154856	366283
5943	154887	366268
5944	154916	366249
5945	154944	366227
5946	154971	366204
5947	154998	366179
5948	155024	366154
5949	155051	366130
5950	155080	366110
5951	155107	366087
5952	155133	366060
5953	155166	366050
5954	155195	366031
5955	155222	366008
5956	155248	365982
5957	155275	365957
5958	155303	365937
5959	155332	365917
5960	155358	365890
5961	155385	365868
5962	155415	365849
5963	155441	365823
5964	155465	365793
5965	155494	365773
5966	155521	365750
5967	155546	365722
5968	155573	365697
5969	155602	365677
5970	155630	365656
5971	155661	365643
5972	155690	365624
5973	155716	365598
5974	155744	365575
5975	155772	365554
5976	155800	365534
5977	155828	365511
5978	155855	365486
5979	155881	365461
5980	155904	365428
5981	155931	365403
5982	155960	365384
5983	155987	365361
5984	156016	365342
5985	156044	365319
5986	156073	365302
5987	156102	365281
5988	156129	365259
5989	156161	365245
5990	156188	365221
5991	156216	365200
5992	156244	365177
5993	156273	365158
5994	156299	365132
5995	156324	365104
5996	156351	365079
5997	156379	365059
5998	156405	365032
5999	156433	365011
6000	156461	364990
6001	156487	364962
6002	156515	364941
6003	156543	364921
6004	156568	364891
6005	156595	364868
6006	156619	364837
6007	156646	364813
6008	156675	364793
6009	156702	364769
6010	156730	364749
6011	156760	364730
6012	156790	364714
6013	156816	364688
6014	156842	364661
6015	156867	364634
6016	156893	364606
6017	156919	364581
6018	156948	364562
6019	156975	364538
6020	156999	364507
6021	157027	364485
6022	157057	364467
6023	157084	364443
6024	157111	364419
6025	157156	364438
6026	157195	364441
6027	157224	364423
6028	157254	364406
6029	157280	364379
6030	157307	364354
6031	157332	364327
6032	157358	364301
6033	157386	364278
6034	157411	364250
6035	157436	364222
6036	157465	364201
6037	157491	364177
6038	157519	364153
6039	157548	364135
6040	157575	364111
6041	157601	364084
6042	157628	364061
6043	157656	364038
6044	157684	364017
6045	157714	363999
6046	157742	363977
6047	157772	363962
6048	157801	363943
6049	157830	363922
6050	157858	363901
6051	157887	363883
6052	157915	363861
6053	157946	363844
6054	157979	363834
6055	158007	363813
6056	158037	363797
6057	158066	363776
6058	158097	363763
6059	158128	363747
6060	158157	363728
6061	158184	363704
6062	158215	363689
6063	158245	363672
6064	158269	363641
6065	158298	363622
6066	158325	363598
6067	158354	363578
6068	158380	363553
6069	158409	363533
6070	158433	363502
6071	158461	363480
6072	158488	363457
6073	158515	363431
6074	158543	363410
6075	158573	363392
6076	158600	363368
6077	158625	363339
6078	158654	363322
6079	158680	363295
6080	158709	363275
6081	158739	363257
6082	158770	363243
6083	158799	363223
6084	158827	363202
6085	158857	363184
6086	158885	363164
6087	158915	363144
6088	158950	363141
6089	158986	363135
6090	159016	363118
6091	159044	363097
6092	159071	363073
6093	159100	363053
6094	159128	363032
6095	159161	363021
6096	159189	362999
6097	159219	362981
6098	159245	362956
6099	159272	362932
6100	159298	362906
6101	159327	362887
6102	159357	362870
6103	159385	362846
6104	159413	362825
6105	159438	362797
6106	159462	362765
6107	159488	362740
6108	159515	362715
6109	159542	362691
6110	159566	362661
6111	159595	362640
6112	159622	362616
6113	159648	362590
6114	159673	362562
6115	159701	362541
6116	159729	362517
6117	159757	362497
6118	159785	362475
6119	159812	362449
6120	159840	362427
6121	159864	362397
6122	159892	362376
6123	159919	362351
6124	159946	362327
6125	159972	362301
6126	160000	362279
6127	160025	362251
6128	160050	362221
6129	160075	362194
6130	160104	362174
6131	160132	362153
6132	160159	362128
6133	160187	362105
6134	160215	362083
6135	160241	362057
6136	160264	362024
6137	160289	361996
6138	160314	361967
6139	160338	361936
6140	160363	361908
6141	160389	361881
6142	160412	361849
6143	160437	361819
6144	160461	361788
6145	160486	361759
6146	160514	361738
6147	160539	361709
6148	160566	361686
6149	160590	361656
6150	160617	361631
6151	160643	361603
6152	160669	361578
6153	160694	361548
6154	160722	361527
6155	160750	361504
6156	160776	361480
6157	160803	361454
6158	160833	361437
6159	160858	361410
6160	160887	361388
6161	160915	361367
6162	160941	361341
6163	160973	361329
6164	161007	361320
6165	161035	361297
6166	161063	361276
6167	161090	361252
6168	161119	361232
6169	161146	361207
6170	161172	361181
6171	161197	361154
6172	161223	361126
6173	161250	361103
6174	161275	361073
6175	161299	361043
6176	161325	361016
6177	161354	360996
6178	161379	360969
6179	161406	360944
6180	161432	360917
6181	161455	360886
6182	161483	360863
6183	161513	360846
6184	161541	360823
6185	161567	360797
6186	161597	360779
6187	161620	360747
6188	161644	360716
6189	161674	360698
6190	161702	360676
6191	161730	360655
6192	161759	360635
6193	161785	360609
6194	161811	360583
6195	161840	360562
6196	161870	360544
6197	161893	360511
6198	161918	360482
6199	161944	360457
6200	161969	360428
6201	161992	360395
6202	162019	360372
6203	162047	360349
6204	162073	360323
6205	162099	360297
6206	162123	360265
6207	162150	360242
6208	162176	360215
6209	162206	360197
6210	162233	360172
6211	162259	360146
6212	162285	360119
6213	162311	360093
6214	162334	360060
6215	162358	360031
6216	162384	360004
6217	162409	359975
6218	162434	359946
6219	162460	359921
6220	162488	359898
6221	162514	359871
6222	162541	359848
6223	162566	359820
6224	162595	359799
6225	162621	359773
6226	162649	359751
6227	162678	359732
6228	162703	359702
6229	162726	359670
6230	162751	359641
6231	162777	359614
6232	162804	359590
6233	162828	359560
6234	162854	359532
6235	162879	359504
6236	162902	359472
6237	162926	359441
6238	162952	359413
6239	162979	359390
6240	163003	359360
6241	163032	359340
6242	163056	359309
6243	163084	359287
6244	163110	359261
6245	163137	359236
6246	163164	359211
6247	163190	359187
6248	163215	359158
6249	163242	359132
6250	163271	359113
6251	163296	359086
6252	163322	359058
6253	163346	359028
6254	163374	359006
6255	163398	358975
6256	163425	358951
6257	163453	358928
6258	163479	358902
6259	163502	358869
6260	163527	358840
6261	163554	358816
6262	163578	358786
6263	163606	358764
6264	163632	358737
6265	163658	358711
6266	163684	358684
6267	163712	358663
6268	163739	358639
6269	163764	358609
6270	163788	358580
6271	163813	358551
6272	163837	358520
6273	163867	358501
6274	163900	358491
6275	163936	358486
6276	163963	358463
6277	163988	358434
6278	164013	358406
6279	164040	358381
6280	164069	358362
6281	164096	358336
6282	164122	358311
6283	164149	358286
6284	164175	358260
6285	164201	358234
6286	164227	358206
6287	164253	358182
6288	164280	358157
6289	164307	358132
6290	164335	358109
6291	164359	358080
6292	164385	358053
6293	164412	358030
6294	164439	358004
6295	164465	357979
6296	164487	357942
6297	164515	357921
6298	164541	357896
6299	164567	357868
6300	164594	357845
6301	164622	357823
6302	164645	357790
6303	164670	357761
6304	164694	357731
6305	164722	357707
6306	164748	357681
6307	164771	357649
6308	164798	357624
6309	164824	357599
6310	164850	357572
6311	164875	357543
6312	164902	357520
6313	164931	357500
6314	164957	357472
6315	164984	357447
6316	165008	357418
6317	165036	357395
6318	165064	357374
6319	165088	357343
6320	165115	357318
6321	165238	357502
6322	165265	357478
6323	165290	357450
6324	165316	357422
6325	165340	357393
6326	165366	357365
6327	165391	357337
6328	165418	357312
6329	165443	357285
6330	165470	357259
6331	165495	357232
6332	165520	357202
6333	165546	357176
6334	165571	357148
6335	165597	357122
6336	165626	357101
6337	165650	357072
6338	165677	357047
6339	165703	357019
6340	165728	356990
6341	165752	356960
6342	165779	356936
6343	165805	356910
6344	165831	356883
6345	165856	356856
6346	165883	356831
6347	165909	356804
6348	165934	356775
6349	165960	356750
6350	165984	356719
6351	166010	356692
6352	166039	356671
6353	166063	356641
6354	166086	356608
6355	166111	356579
6356	166137	356554
6357	166163	356526
6358	166188	356499
6359	166215	356475
6360	166240	356447
6361	166271	356429
6362	166299	356408
6363	166325	356380
6364	166353	356359
6365	166383	356341
6366	166414	356325
6367	166445	356309
6368	166472	356286
6369	166505	356273
6370	166536	356259
6371	166562	356232
6372	166591	356212
6373	166625	356203
6374	166654	356182
6375	166684	356164
6376	166711	356141
6377	166738	356115
6378	166767	356097
6379	166791	356065
6380	166818	356042
6381	166846	356019
6382	166873	355994
6383	166903	355976
6384	166931	355954
6385	166959	355932
6386	166984	355905
6387	167014	355885
6388	167043	355867
6389	167069	355840
6390	167101	355825
6391	167127	355798
6392	167158	355783
6393	167184	355756
6394	167214	355739
6395	167243	355719
6396	167271	355697
6397	167301	355679
6398	167331	355660
6399	167358	355635
6400	167384	355611
6401	167412	355588
6402	167441	355567
6403	167469	355546
6404	167497	355523
6405	167523	355496
6406	167547	355466
6407	167574	355441
6408	167603	355422
6409	167631	355399
6410	167657	355372
6411	167688	355356
6412	167716	355334
6413	167742	355308
6414	167770	355285
6415	167795	355257
6416	167821	355230
6417	167844	355198
6418	167870	355172
6419	167899	355152
6420	167926	355127
6421	167955	355107
6422	167981	355081
6423	168008	355056
6424	168035	355031
6425	168063	355009
6426	168091	354988
6427	168116	354959
6428	168140	354929
6429	168165	354900
6430	168190	354871
6431	168222	354856
6432	168250	354835
6433	168279	354814
6434	168306	354791
6435	168334	354768
