iter	RMSE
4331	2.093845915
4332	2.093517334
4333	2.092998759
4334	2.091942817
4335	2.091357315
4336	2.091260093
4337	2.090910922
4338	2.090226793
4339	2.089687411
4340	2.08926325
4341	2.088581993
4342	2.087892828
4343	2.087095699
4344	2.086988599
4345	2.086318271
4346	2.085625595
4347	2.085117223
4348	2.084280005
4349	2.083649116
4350	2.083286092
4351	2.08267427
4352	2.082293573
4353	2.081614964
4354	2.081301974
4355	2.081187477
4356	2.080682324
4357	2.079968599
4358	2.079795351
4359	2.079166756
4360	2.078651107
4361	2.078254669
4362	2.077720679
4363	2.077209305
4364	2.076586293
4365	2.0759387
4366	2.075199179
4367	2.074610667
4368	2.074495573
4369	2.073705389
4370	2.073211106
4371	2.072909475
4372	2.072284029
4373	2.071460343
4374	2.07109948
4375	2.070528964
4376	2.069870094
4377	2.069417719
4378	2.068785465
4379	2.068023589
4380	2.067252433
4381	2.066483375
4382	2.066182606
4383	2.065745446
4384	2.065127453
4385	2.0645076
4386	2.064041536
4387	2.063416234
4388	2.062809556
4389	2.062095933
4390	2.061313767
4391	2.06074477
4392	2.059938728
4393	2.059857848
4394	2.059392668
4395	2.05887951
4396	2.058450255
4397	2.057748387
4398	2.057126053
4399	2.05648921
4400	2.055858192
4401	2.05523092
4402	2.054746538
4403	2.054271268
4404	2.053436611
4405	2.052687242
4406	2.052495169
4407	2.051823301
4408	2.051033749
4409	2.05068476
4410	2.050083144
4411	2.049313416
4412	2.048542225
4413	2.047914994
4414	2.047401634
4415	2.046687357
4416	2.046272081
4417	2.045849745
4418	2.045718843
4419	2.04540915
4420	2.044744384
4421	2.043998832
4422	2.043379872
4423	2.042750334
4424	2.042289425
4425	2.041533011
4426	2.040887393
4427	2.040414603
4428	2.039672256
4429	2.039238815
4430	2.038891612
4431	2.03877044
4432	2.038116688
4433	2.03776493
4434	2.036952179
4435	2.03623269
4436	2.035603731
4437	2.035049617
4438	2.034546917
4439	2.033869293
4440	2.033199706
4441	2.03310335
4442	2.032263364
4443	2.03150321
4444	2.030773839
4445	2.030337791
4446	2.029840729
4447	2.029290428
4448	2.028643678
4449	2.028193448
4450	2.027345629
4451	2.026884751
4452	2.026300487
4453	2.025959665
4454	2.025497542
4455	2.02478136
4456	2.024059381
4457	2.023518622
4458	2.022771576
4459	2.022233505
4460	2.021649358
4461	2.021287762
4462	2.020693259
4463	2.020088403
4464	2.019451162
4465	2.019341862
4466	2.018559757
4467	2.018118248
4468	2.017555663
4469	2.017122915
4470	2.016688718
4471	2.015994606
4472	2.015477443
4473	2.01504466
4474	2.014972914
4475	2.014510878
4476	2.014408272
4477	2.014056647
4478	2.013373914
4479	2.012874491
4480	2.012407121
4481	2.012317202
4482	2.011910434
4483	2.01138085
4484	2.010682934
4485	2.010334638
4486	2.009660056
4487	2.00895201
4488	2.008533398
4489	2.008073364
4490	2.007519211
4491	2.007070086
4492	2.006384079
4493	2.005910463
4494	2.005327066
4495	2.005085957
4496	2.004416868
4497	2.003420926
4498	2.003005632
4499	2.00209406
4500	2.001605873
4501	2.000884531
4502	2.000551782
4503	2.000014805
4504	1.999307164
4505	1.998643578
4506	1.998177958
4507	1.99756174
4508	1.997031614
4509	1.996851478
4510	1.996344509
4511	1.995684105
4512	1.995023257
4513	1.994492105
4514	1.994396747
4515	1.99399604
4516	1.993307534
4517	1.992316019
4518	1.991909346
4519	1.99124847
4520	1.990723863
4521	1.99023995
4522	1.989887557
4523	1.989766133
4524	1.989100464
4525	1.988968347
4526	1.988219415
4527	1.987528229
4528	1.987149311
4529	1.986157682
4530	1.985625383
4531	1.985548086
4532	1.985334452
4533	1.984921729
4534	1.98419669
4535	1.983517315
4536	1.98299452
4537	1.98247968
4538	1.981908848
4539	1.981205153
4540	1.980574387
4541	1.97985533
4542	1.979128824
4543	1.97864552
4544	1.97856424
4545	1.97810637
4546	1.977515293
4547	1.977142889
4548	1.976569984
4549	1.975744167
4550	1.975222396
4551	1.975134485
4552	1.974772215
4553	1.974219582
4554	1.973697375
4555	1.973195548
4556	1.972401697
4557	1.972211816
4558	1.971903356
4559	1.971222825
4560	1.970780576
4561	1.970199928
4562	1.969528768
4563	1.9689566
4564	1.968851444
4565	1.968057026
4566	1.967292603
4567	1.967134533
4568	1.966494526
4569	1.965538986
4570	1.964746998
4571	1.964128479
4572	1.963241432
4573	1.962441412
4574	1.961957686
4575	1.961721746
4576	1.961123804
4577	1.960574862
4578	1.959703769
4579	1.95918257
4580	1.958648472
4581	1.958033953
4582	1.957453896
4583	1.957064302
4584	1.956558961
4585	1.955991099
4586	1.955843731
4587	1.955447099
4588	1.955071844
4589	1.954311131
4590	1.953686849
4591	1.953001412
4592	1.952446707
4593	1.952003769
4594	1.951171712
4595	1.950827928
4596	1.95053262
4597	1.949779057
4598	1.948991527
4599	1.948685861
4600	1.948121396
4601	1.947528774
4602	1.947058866
4603	1.946381504
4604	1.945997207
4605	1.945340144
4606	1.9445614
4607	1.943983933
4608	1.943388938
4609	1.942789903
4610	1.942673716
4611	1.942135906
4612	1.941575906
4613	1.940782032
4614	1.94001484
4615	1.939311889
4616	1.93919374
4617	1.93860695
4618	1.937881475
4619	1.937365208
4620	1.936818619
4621	1.936181511
4622	1.935569067
4623	1.935040212
4624	1.934611112
4625	1.934054219
4626	1.933968643
4627	1.933288074
4628	1.932877403
4629	1.932775737
4630	1.93232586
4631	1.931630437
4632	1.931067881
4633	1.930675029
4634	1.930096744
4635	1.929423555
4636	1.928375442
4637	1.927889826
4638	1.927303537
4639	1.926754208
4640	1.926659739
4641	1.926023633
4642	1.925938803
4643	1.925337755
4644	1.924777183
4645	1.924266109
4646	1.923796089
4647	1.923294751
4648	1.922687619
4649	1.922231296
4650	1.921772763
4651	1.921427147
4652	1.920968244
4653	1.920440997
4654	1.920008537
4655	1.919344575
4656	1.918839517
4657	1.918544513
4658	1.918149867
4659	1.917590091
4660	1.917071745
4661	1.916590233
4662	1.916249549
4663	1.915863965
4664	1.915353656
4665	1.914899001
4666	1.914292483
4667	1.913866641
4668	1.913356848
4669	1.912754245
4670	1.912347105
4671	1.912175794
4672	1.911939635
4673	1.911298455
4674	1.91117913
4675	1.910221995
4676	1.909592836
4677	1.909082454
4678	1.908677203
4679	1.908069212
4680	1.907574908
4681	1.906784544
4682	1.90630745
4683	1.905899231
4684	1.905191832
4685	1.905078696
4686	1.904539595
4687	1.903937273
4688	1.903529438
4689	1.903094806
4690	1.902563251
4691	1.902083042
4692	1.901442752
4693	1.900815358
4694	1.900132876
4695	1.899581783
4696	1.898870709
4697	1.898398544
4698	1.898026845
4699	1.897674022
4700	1.897432734
4701	1.896996787
4702	1.896511478
4703	1.89608261
4704	1.895570963
4705	1.895483173
4706	1.894896978
4707	1.894604126
4708	1.89419858
4709	1.893730698
4710	1.893201442
4711	1.892670386
4712	1.891824607
4713	1.891213716
4714	1.890576878
4715	1.8900868
4716	1.88967726
4717	1.889381018
4718	1.888901585
4719	1.888555737
4720	1.88841549
4721	1.887913961
4722	1.887351513
4723	1.887163065
4724	1.886510936
4725	1.886084359
4726	1.885565189
4727	1.884970505
4728	1.884280052
4729	1.883627994
4730	1.883166334
4731	1.882393232
4732	1.882164632
4733	1.881694394
4734	1.881624558
4735	1.880897387
4736	1.880055858
4737	1.879404715
4738	1.878854288
4739	1.878378717
4740	1.877973187
4741	1.877201033
4742	1.876759305
4743	1.876303968
4744	1.875723813
4745	1.875195284
4746	1.874868864
4747	1.874027747
4748	1.873268818
4749	1.872714742
4750	1.872348504
4751	1.87173078
4752	1.871216255
4753	1.870602769
4754	1.870042625
4755	1.869619814
4756	1.868807638
4757	1.868557708
4758	1.867921298
4759	1.867611469
4760	1.867385889
4761	1.866867751
4762	1.866387044
4763	1.865795065
4764	1.865159078
4765	1.864719548
4766	1.864188984
4767	1.863539087
4768	1.862974083
4769	1.862907464
4770	1.862449297
4771	1.861990604
4772	1.861502526
4773	1.860949329
4774	1.86038791
4775	1.859781128
4776	1.859631791
4777	1.859339555
4778	1.858955621
4779	1.85825391
4780	1.85780589
4781	1.857390199
4782	1.8565364
4783	1.855817544
4784	1.855326111
4785	1.855179717
4786	1.855082467
4787	1.854577849
4788	1.854079925
4789	1.853674055
4790	1.853194053
4791	1.852572502
4792	1.852248954
4793	1.851817099
4794	1.851266067
4795	1.850790581
4796	1.850134181
4797	1.849634786
4798	1.849018477
4799	1.848509803
4800	1.847997898
4801	1.847081609
4802	1.847006467
4803	1.846300737
4804	1.846035093
4805	1.845696223
4806	1.845380076
4807	1.844734613
4808	1.844188101
4809	1.843593044
4810	1.842961065
4811	1.842728293
4812	1.842292583
4813	1.841565124
4814	1.84091606
4815	1.840413939
4816	1.840216992
4817	1.839855648
4818	1.839121063
4819	1.838716186
4820	1.838323873
4821	1.838017119
4822	1.837383739
4823	1.836584225
4824	1.836187874
4825	1.835676787
4826	1.835152763
4827	1.834587988
4828	1.834146014
4829	1.834082909
4830	1.833559137
4831	1.833142004
4832	1.832904728
4833	1.832401086
4834	1.831934588
4835	1.831445353
4836	1.830952689
4837	1.830351692
4838	1.829817435
4839	1.829101747
4840	1.82877577
4841	1.828300324
4842	1.827994823
4843	1.82731989
4844	1.827005002
4845	1.826799218
4846	1.826498653
4847	1.825880749
4848	1.825148138
4849	1.824602179
4850	1.824294949
4851	1.823617153
4852	1.823249085
4853	1.822481642
4854	1.822050238
4855	1.821639855
4856	1.821305974
4857	1.821008381
4858	1.820417601
4859	1.819764495
4860	1.819069773
4861	1.818971123
4862	1.818437589
4863	1.81771549
4864	1.817057033
4865	1.816943315
4866	1.816469095
4867	1.816131083
4868	1.815473317
4869	1.814774394
4870	1.81425781
4871	1.813513318
4872	1.813445863
4873	1.813143273
4874	1.812260865
4875	1.811446428
4876	1.81138552
4877	1.810718816
4878	1.810127392
4879	1.80953149
4880	1.808734763
4881	1.808553334
4882	1.80811711
4883	1.807664258
4884	1.806957769
4885	1.806415093
4886	1.805938327
4887	1.805382645
4888	1.804836026
4889	1.804517384
4890	1.804122974
4891	1.803610227
4892	1.80328715
4893	1.802714533
4894	1.802292162
4895	1.801865576
4896	1.801267746
4897	1.800761393
4898	1.800232573
4899	1.799729909
4900	1.799350363
4901	1.798624742
4902	1.798024567
4903	1.79742683
4904	1.796789714
4905	1.796365451
4906	1.795946527
4907	1.795427437
4908	1.795076867
4909	1.794517086
4910	1.793767337
4911	1.79327677
4912	1.792820888
4913	1.792487809
4914	1.791940153
4915	1.79141541
4916	1.790899114
4917	1.790685916
4918	1.790148417
4919	1.789755817
4920	1.789314582
4921	1.788828379
4922	1.788307268
4923	1.787640445
4924	1.787203517
4925	1.786659954
4926	1.786063288
4927	1.785588565
4928	1.785121776
4929	1.784590964
4930	1.784174084
4931	1.783584971
4932	1.782873192
4933	1.782468033
4934	1.781843887
4935	1.781295752
4936	1.780759622
4937	1.780148501
4938	1.77930248
4939	1.778831886
4940	1.778229961
4941	1.777722618
4942	1.777408837
4943	1.777032887
4944	1.776696777
4945	1.776213015
4946	1.776119558
4947	1.77570065
4948	1.775111071
4949	1.774513798
4950	1.773957429
4951	1.773295949
4952	1.772725774
4953	1.77218882
4954	1.771568199
4955	1.770861707
4956	1.770284565
4957	1.770178627
4958	1.76981118
4959	1.769313134
4960	1.768919208
4961	1.768381449
4962	1.767901223
4963	1.767452249
4964	1.766733795
4965	1.766186713
4966	1.765673238
4967	1.765180643
4968	1.764594534
4969	1.76402503
4970	1.763653876
4971	1.763218006
4972	1.76270068
4973	1.762293959
4974	1.761918135
4975	1.761460034
4976	1.761178303
4977	1.760692769
4978	1.760496404
4979	1.759906406
4980	1.759450646
4981	1.759006421
4982	1.758533084
4983	1.757808
4984	1.757704352
4985	1.757162939
4986	1.756562298
4987	1.756225182
4988	1.755665114
4989	1.754936537
4990	1.754341598
4991	1.753698248
4992	1.753352752
4993	1.753123223
4994	1.752616854
4995	1.752560621
4996	1.752163735
4997	1.751964513
4998	1.751416182
4999	1.750757691
5000	1.750221165
5001	1.749869171
5002	1.749452623
5003	1.748981523
5004	1.748860187
5005	1.748319371
5006	1.748235435
5007	1.748142914
5008	1.748066996
5009	1.747694799
5010	1.747175197
5011	1.746650382
5012	1.746374616
5013	1.74607655
5014	1.745646622
5015	1.745250004
5016	1.744540613
5017	1.74435043
5018	1.7438192
5019	1.743256256
5020	1.742712851
5021	1.742459353
5022	1.741863297
5023	1.741149371
5024	1.740777104
5025	1.74032578
5026	1.739792264
5027	1.739577891
5028	1.739136566
5029	1.738965251
5030	1.738397847
5031	1.738060779
5032	1.73791825
5033	1.737463129
5034	1.736897241
5035	1.736545445
5036	1.736038043
5037	1.735551381
5038	1.735080688
5039	1.73487792
5040	1.734404217
5041	1.734227592
5042	1.73388112
5043	1.733406328
5044	1.732895119
5045	1.732469082
5046	1.732204177
5047	1.731640227
5048	1.731104155
5049	1.730765683
5050	1.730448779
5051	1.729979031
5052	1.729301336
5053	1.728798415
5054	1.728392552
5055	1.728266078
5056	1.727762737
5057	1.727228336
5058	1.726921811
5059	1.726709125
5060	1.726367571
5061	1.725858595
5062	1.725235347
5063	1.724815859
5064	1.724323824
5065	1.723806081
5066	1.723294157
5067	1.722650011
5068	1.722301955
5069	1.721686379
5070	1.72109458
5071	1.720596062
5072	1.720259378
5073	1.719692007
5074	1.719168527
5075	1.718783175
5076	1.718339836
5077	1.718002524
5078	1.717700357
5079	1.717151122
5080	1.716507616
5081	1.715906042
5082	1.715089028
5083	1.714712927
5084	1.714217916
5085	1.713893837
5086	1.713519969
5087	1.713119843
5088	1.712835658
5089	1.712129816
5090	1.711911622
5091	1.711236978
5092	1.710942012
5093	1.71053067
5094	1.709751573
5095	1.709140335
5096	1.708670491
5097	1.708061988
5098	1.707626946
5099	1.707119374
5100	1.70668503
5101	1.70613664
5102	1.705471989
5103	1.705366392
5104	1.704899224
5105	1.704638897
5106	1.704231157
5107	1.703693203
5108	1.703242398
5109	1.703153039
5110	1.702680419
5111	1.702592833
5112	1.702051423
5113	1.70195436
5114	1.701237636
5115	1.700788245
5116	1.700315417
5117	1.699695761
5118	1.699608361
5119	1.699495617
5120	1.699380207
5121	1.698786514
5122	1.698171959
5123	1.697607143
5124	1.697053379
5125	1.696360923
5126	1.695643479
5127	1.695135385
5128	1.695060221
5129	1.694666157
5130	1.694301533
5131	1.693860332
5132	1.693792377
5133	1.69326233
5134	1.693173237
5135	1.692807797
5136	1.692381262
5137	1.691704263
5138	1.691316149
5139	1.69094798
5140	1.690679299
5141	1.690207311
5142	1.689717296
5143	1.689180376
5144	1.68889158
5145	1.688232101
5146	1.687898249
5147	1.6876115
5148	1.687142524
5149	1.686990198
5150	1.686481516
5151	1.685937795
5152	1.685433692
5153	1.684963717
5154	1.684440944
5155	1.684138904
5156	1.68355127
5157	1.682957
5158	1.68259794
5159	1.682368675
5160	1.682265928
5161	1.681955838
5162	1.681523284
5163	1.681288433
5164	1.680916286
5165	1.680462423
5166	1.680007191
5167	1.679762541
5168	1.679221901
5169	1.678542171
5170	1.677982037
5171	1.67755181
5172	1.676821127
5173	1.676426118
5174	1.675707652
5175	1.675148233
5176	1.675101213
5177	1.674981748
5178	1.674593037
5179	1.673951724
5180	1.673662427
5181	1.673142982
5182	1.672556305
5183	1.67220959
5184	1.671958562
5185	1.671698495
5186	1.671110129
5187	1.670463213
5188	1.670152614
5189	1.669645631
5190	1.669269339
5191	1.668608244
5192	1.668538383
5193	1.668137973
5194	1.667718218
5195	1.667642478
5196	1.667159011
5197	1.66651382
5198	1.666080967
5199	1.665978763
5200	1.665268372
5201	1.66468803
5202	1.664572852
5203	1.664231296
5204	1.664069159
5205	1.663422034
5206	1.662914719
5207	1.662842942
5208	1.662381772
5209	1.662103795
5210	1.661772556
5211	1.66120877
5212	1.66063884
5213	1.660526922
5214	1.660266063
5215	1.660197445
5216	1.659551712
5217	1.659280943
5218	1.658857619
5219	1.658406338
5220	1.657629414
5221	1.657111012
5222	1.656827842
5223	1.656723473
5224	1.656637673
5225	1.65611551
5226	1.655475473
5227	1.655279095
5228	1.654839665
5229	1.654428586
5230	1.653929207
5231	1.653638838
5232	1.653106214
5233	1.652531829
5234	1.652055248
5235	1.651598773
5236	1.651396947
5237	1.651090376
5238	1.650657722
5239	1.650481227
5240	1.650080404
5241	1.649581982
5242	1.649031609
5243	1.648466466
5244	1.647915546
5245	1.647602981
5246	1.647168221
5247	1.646771966
5248	1.646218166
5249	1.645764103
5250	1.645544069
5251	1.644860961
5252	1.64458626
5253	1.644128655
5254	1.643678026
5255	1.64314743
5256	1.642478963
5257	1.642105612
5258	1.641704739
5259	1.641576093
5260	1.641336649
5261	1.641167112
5262	1.640451341
5263	1.640055924
5264	1.639680387
5265	1.639241926
5266	1.638838498
5267	1.638340735
5268	1.637641414
5269	1.63740715
5270	1.63728415
5271	1.636837394
5272	1.636408351
5273	1.636024468
5274	1.635964947
5275	1.635551256
5276	1.635078621
5277	1.634602106
5278	1.63387865
5279	1.633650888
5280	1.632960817
5281	1.632372703
5282	1.631851708
5283	1.631285164
5284	1.630822771
5285	1.630725876
5286	1.630276945
5287	1.629750822
5288	1.629412922
5289	1.628872721
5290	1.628286165
5291	1.627702788
5292	1.627611937
5293	1.627232375
5294	1.626701733
5295	1.626173597
5296	1.625691745
5297	1.625078657
5298	1.624806558
5299	1.624248003
5300	1.623799011
5301	1.623738391
5302	1.623171156
5303	1.623101441
5304	1.622645815
5305	1.622305026
5306	1.622259347
5307	1.621741205
5308	1.621149975
5309	1.620606632
5310	1.620072075
5311	1.619600145
5312	1.61906356
5313	1.618948921
5314	1.618735641
5315	1.618178743
5316	1.617611862
5317	1.617179428
5318	1.617077982
5319	1.616643453
5320	1.616359693
5321	1.615658744
5322	1.6151197
5323	1.614638744
5324	1.614150372
5325	1.613905194
5326	1.613489861
5327	1.612943817
5328	1.612827962
5329	1.612474363
5330	1.612017295
5331	1.611620012
5332	1.611442863
5333	1.611357438
5334	1.610966179
5335	1.610453919
5336	1.610141411
5337	1.609862087
5338	1.609373293
5339	1.609005645
5340	1.608378458
5341	1.608226191
5342	1.607931212
5343	1.607779081
5344	1.607441955
5345	1.606855967
5346	1.606498613
5347	1.606182228
5348	1.605733413
5349	1.605129093
5350	1.604824541
5351	1.60411532
5352	1.603766336
5353	1.603337549
5354	1.602895531
5355	1.602484448
5356	1.602144894
5357	1.601821592
5358	1.601370709
5359	1.600861466
5360	1.600506997
5361	1.600409889
5362	1.600053097
5363	1.599568337
5364	1.599177698
5365	1.59911354
5366	1.598672384
5367	1.59812038
5368	1.597791379
5369	1.597344819
5370	1.596923444
5371	1.59644704
5372	1.596218846
5373	1.596056954
5374	1.595417374
5375	1.59496838
5376	1.594487797
5377	1.593943776
5378	1.593550347
5379	1.592955792
5380	1.592447415
5381	1.5917766
5382	1.59173312
5383	1.59165508
5384	1.591167779
5385	1.590851609
5386	1.590500472
5387	1.590349332
5388	1.58991299
5389	1.589814693
5390	1.589483406
5391	1.588952845
5392	1.588557046
5393	1.588485206
5394	1.58828356
5395	1.587919612
5396	1.587508361
5397	1.587109963
5398	1.586696534
5399	1.586073437
5400	1.585535762
5401	1.585086868
5402	1.584915948
5403	1.584717128
5404	1.584361844
5405	1.583841146
5406	1.583274986
5407	1.582855427
5408	1.582477049
5409	1.582130005
5410	1.581679756
5411	1.581410359
5412	1.581098535
5413	1.580828052
5414	1.580371574
5415	1.57998724
5416	1.579615896
5417	1.579424855
5418	1.578835042
5419	1.578287449
5420	1.577853375
5421	1.577284457
5422	1.576765013
5423	1.576241858
5424	1.57589107
5425	1.575546505
5426	1.575122439
5427	1.574631469
5428	1.574104517
5429	1.573634029
5430	1.573219557
5431	1.57269734
5432	1.572128423
5433	1.571731912
5434	1.571354881
5435	1.570964198
5436	1.570626836
5437	1.570538132
5438	1.570131098
5439	1.569588017
5440	1.569231981
5441	1.568767184
5442	1.568414741
5443	1.567816851
5444	1.567427699
5445	1.567131227
5446	1.567078717
5447	1.56658634
5448	1.566198048
5449	1.565946486
5450	1.56550855
5451	1.564991014
5452	1.564488873
5453	1.563956255
5454	1.563304495
5455	1.562747321
5456	1.562674442
5457	1.562051988
5458	1.561622166
5459	1.561143988
5460	1.56062974
5461	1.560168744
5462	1.559969753
5463	1.559655448
5464	1.559042912
5465	1.558408426
5466	1.557892555
5467	1.557832127
5468	1.557316268
5469	1.557070625
5470	1.556950005
5471	1.556585813
5472	1.556194925
5473	1.555783167
5474	1.555187064
5475	1.554762912
5476	1.554277428
5477	1.554179852
5478	1.553680138
5479	1.553173803
5480	1.552615094
5481	1.552071175
5482	1.551972309
5483	1.551517211
5484	1.551077474
5485	1.5506729
5486	1.550479344
5487	1.550424331
5488	1.550087394
5489	1.549732576
5490	1.549313802
5491	1.548962964
5492	1.54844578
5493	1.547905073
5494	1.547716926
5495	1.547215839
5496	1.54667634
5497	1.546095621
5498	1.545626056
5499	1.545117157
5500	1.54485874
5501	1.54464134
5502	1.544486837
5503	1.544100174
5504	1.543579982
5505	1.543159429
5506	1.542571338
5507	1.542188326
5508	1.541788781
5509	1.541275952
5510	1.540774044
5511	1.540351815
5512	1.53987171
5513	1.539388463
5514	1.539331512
5515	1.539198621
5516	1.538881291
5517	1.538809578
5518	1.538328305
5519	1.537841379
5520	1.537399037
5521	1.536960161
5522	1.536464138
5523	1.536107903
5524	1.535449142
5525	1.535051398
5526	1.534997092
5527	1.534644034
5528	1.534231745
5529	1.533622626
5530	1.533316847
5531	1.532998748
5532	1.532758561
5533	1.532302019
5534	1.531650643
5535	1.531034789
5536	1.530388545
5537	1.530112715
5538	1.529663154
5539	1.529162886
5540	1.528768564
5541	1.528435285
5542	1.528139266
5543	1.527640743
5544	1.527093883
5545	1.526565856
5546	1.526065161
5547	1.525799855
5548	1.525647121
5549	1.525357771
5550	1.525016996
5551	1.524674088
5552	1.524126391
5553	1.523854351
5554	1.523378997
5555	1.523076394
5556	1.522741861
5557	1.522288244
5558	1.521944609
5559	1.521860816
5560	1.521185318
5561	1.520848883
5562	1.520530071
5563	1.520022025
5564	1.519636536
5565	1.519140122
5566	1.518990342
5567	1.518921023
5568	1.518426764
5569	1.517955707
5570	1.517412813
5571	1.516957327
5572	1.516423503
5573	1.516163646
5574	1.515734599
5575	1.515313705
5576	1.514976048
5577	1.514331627
5578	1.513768086
5579	1.513485582
5580	1.51309656
5581	1.512699569
5582	1.512196935
5583	1.511791811
5584	1.511444107
5585	1.511038492
5586	1.510584893
5587	1.510252355
5588	1.509887169
5589	1.509430019
5590	1.509265256
5591	1.508656056
5592	1.508193039
5593	1.508110084
5594	1.507685984
5595	1.507277147
5596	1.506910817
5597	1.506396811
5598	1.5058612
5599	1.50569752
5600	1.505246878
5601	1.5050516
5602	1.504469562
5603	1.504276255
5604	1.503669189
5605	1.503178026
5606	1.503068494
5607	1.502729816
5608	1.502389366
5609	1.501787691
5610	1.501650181
5611	1.501338746
5612	1.500910754
5613	1.500403839
5614	1.500108475
5615	1.499745195
5616	1.499688074
5617	1.499236948
5618	1.498892313
5619	1.498355127
5620	1.497646398
5621	1.49731846
5622	1.497065631
5623	1.496865085
5624	1.496263261
5625	1.496225485
5626	1.495888156
5627	1.49546601
5628	1.49502456
5629	1.494431915
5630	1.49390697
5631	1.493470088
5632	1.493156067
5633	1.492643541
5634	1.492375535
5635	1.492086725
5636	1.491604199
5637	1.491255363
5638	1.49080779
5639	1.49046336
5640	1.490177107
5641	1.489872939
5642	1.489551927
5643	1.489505884
5644	1.488989582
5645	1.488628902
5646	1.48823327
5647	1.487697941
5648	1.487404073
5649	1.486874726
5650	1.486341893
5651	1.486163915
5652	1.485744209
5653	1.485269022
5654	1.485199602
5655	1.484848068
5656	1.484551531
5657	1.484303479
5658	1.483761251
5659	1.483661196
5660	1.483162095
5661	1.483089539
5662	1.48260319
5663	1.482327202
5664	1.482249618
5665	1.482020123
5666	1.481540971
5667	1.481226062
5668	1.480792293
5669	1.480418273
5670	1.479947425
5671	1.479609756
5672	1.479014252
5673	1.478559986
5674	1.478507645
5675	1.477880549
5676	1.477579542
5677	1.477027563
5678	1.476454926
5679	1.476377463
5680	1.476029992
5681	1.475714767
5682	1.475369974
5683	1.474873409
5684	1.474566042
5685	1.474497638
5686	1.474068829
5687	1.47389373
5688	1.473649212
5689	1.473380968
5690	1.473138742
5691	1.472612223
5692	1.472230699
5693	1.471997457
5694	1.471499958
5695	1.471433353
5696	1.471186305
5697	1.47078784
5698	1.470516608
5699	1.470247686
5700	1.469824768
5701	1.469260261
5702	1.469183382
5703	1.468818441
5704	1.468438046
5705	1.468174578
5706	1.46788423
5707	1.467628505
5708	1.467426302
5709	1.467263693
5710	1.466992458
5711	1.46658229
5712	1.466495142
5713	1.466131779
5714	1.465804707
5715	1.465253553
5716	1.46481585
5717	1.464499217
5718	1.464265374
5719	1.46419071
5720	1.463779535
5721	1.463273648
5722	1.463219906
5723	1.463151555
5724	1.462888629
5725	1.462672466
5726	1.462322843
5727	1.462113589
5728	1.461695566
5729	1.461121278
5730	1.460498608
5731	1.460119985
5732	1.459600939
5733	1.459208773
5734	1.458893039
5735	1.458501524
5736	1.458137974
5737	1.457844081
5738	1.457506901
5739	1.457141879
5740	1.45676995
5741	1.456670025
5742	1.456220863
5743	1.455649361
5744	1.455318117
5745	1.454912017
5746	1.454445531
5747	1.454088233
5748	1.453507728
5749	1.453440732
5750	1.452868564
5751	1.452246849
5752	1.452165777
5753	1.45161039
5754	1.451539357
5755	1.450980983
5756	1.450736204
5757	1.450642479
5758	1.450204239
5759	1.449799737
5760	1.449293859
5761	1.448907239
5762	1.44845989
5763	1.44800587
5764	1.447738
5765	1.447355087
5766	1.447069952
5767	1.446637172
5768	1.446216065
5769	1.445667956
5770	1.445454855
5771	1.444900318
5772	1.444521506
5773	1.444001141
5774	1.443709758
5775	1.443651318
5776	1.443313762
5777	1.442953867
5778	1.442446195
5779	1.442016822
5780	1.441508426
5781	1.441238846
5782	1.440781321
5783	1.440708583
5784	1.440213327
5785	1.440155835
5786	1.440088155
5787	1.439584918
5788	1.439240371
5789	1.438814663
5790	1.438520414
5791	1.438207576
5792	1.437599812
5793	1.437191877
5794	1.436640414
5795	1.436190936
5796	1.435887293
5797	1.4354243
5798	1.435194076
5799	1.434652216
5800	1.434220262
5801	1.433800686
5802	1.433267893
5803	1.432734973
5804	1.432557459
5805	1.432108014
5806	1.43205548
5807	1.431599864
5808	1.431538331
5809	1.431303541
5810	1.431049971
5811	1.43041706
5812	1.430027762
5813	1.429931494
5814	1.429606341
5815	1.429183774
5816	1.429149582
5817	1.428805349
5818	1.428517222
5819	1.428078477
5820	1.428029964
5821	1.427592318
5822	1.427518714
5823	1.427156898
5824	1.426662029
5825	1.426184721
5826	1.426119732
5827	1.425731529
5828	1.425222749
5829	1.424827382
5830	1.424317122
5831	1.424047881
5832	1.423995788
5833	1.423604438
5834	1.423001304
5835	1.422647781
5836	1.422237135
5837	1.421842968
5838	1.42150198
5839	1.421141098
5840	1.4210926
5841	1.420683067
5842	1.420354825
5843	1.419955216
5844	1.419637877
5845	1.419243979
5846	1.418746988
5847	1.418259358
5848	1.417692215
5849	1.417320844
5850	1.416878592
5851	1.416608354
5852	1.41621843
5853	1.41616343
5854	1.41608572
5855	1.415606018
5856	1.415223935
5857	1.414856537
5858	1.414387287
5859	1.413942151
5860	1.413534872
5861	1.413237785
5862	1.412647497
5863	1.412316063
5864	1.41226527
5865	1.411925807
5866	1.41149104
5867	1.411093305
5868	1.410853576
5869	1.410473786
5870	1.410012782
5871	1.40945317
5872	1.409215666
5873	1.408781843
5874	1.408341502
5875	1.407955472
5876	1.407739538
5877	1.407621279
5878	1.40753746
5879	1.407241479
5880	1.407173499
5881	1.406641867
5882	1.40616792
5883	1.405579385
5884	1.405288417
5885	1.404994492
