iter	RMSE
924	5.295291774
925	5.294007233
926	5.293052636
927	5.291597394
928	5.289743074
929	5.288286835
930	5.287154449
931	5.285760676
932	5.284472636
933	5.282734434
934	5.281793125
935	5.28052436
936	5.2791333
937	5.277576142
938	5.276475072
939	5.275090825
940	5.274030624
941	5.272367734
942	5.271320583
943	5.270178926
944	5.268849744
945	5.267040075
946	5.265647786
947	5.264273222
948	5.262878357
949	5.262251333
950	5.260216673
951	5.259193656
952	5.257651207
953	5.25613019
954	5.254248923
955	5.253108714
956	5.2518939
957	5.250360982
958	5.249278937
959	5.247926192
960	5.246467076
961	5.244959615
962	5.243490305
963	5.242114192
964	5.240951845
965	5.239382295
966	5.238167011
967	5.236470243
968	5.235395721
969	5.234354821
970	5.233099222
971	5.231866661
972	5.230133754
973	5.228043617
974	5.227099758
975	5.226173495
976	5.224660278
977	5.223469866
978	5.222582161
979	5.221289664
980	5.219857514
981	5.217955045
982	5.216439214
983	5.214570546
984	5.212513316
985	5.211117151
986	5.209318681
987	5.208059529
988	5.206491606
989	5.204759062
990	5.203117037
991	5.201717887
992	5.200396515
993	5.19889347
994	5.196777811
995	5.196044259
996	5.19422957
997	5.192355301
998	5.191131717
999	5.189764634
1000	5.188605379
1001	5.187517402
1002	5.186167808
1003	5.18491708
1004	5.184193464
1005	5.182586916
1006	5.181442681
1007	5.179993931
1008	5.178665595
1009	5.177091792
1010	5.175894322
1011	5.174697128
1012	5.173265958
1013	5.171964623
1014	5.17039966
1015	5.168591843
1016	5.167332502
1017	5.165607362
1018	5.163977874
1019	5.162663463
1020	5.161117599
1021	5.159611579
1022	5.158309673
1023	5.157092569
1024	5.155694827
1025	5.15429448
1026	5.152607621
1027	5.151353565
1028	5.15018653
1029	5.149320487
1030	5.148074541
1031	5.146870295
1032	5.145417481
1033	5.144351177
1034	5.142578837
1035	5.141411076
1036	5.140110105
1037	5.138233706
1038	5.136720621
1039	5.134765648
1040	5.13341132
1041	5.131918477
1042	5.130179705
1043	5.129072967
1044	5.127978631
1045	5.125876507
1046	5.12449673
1047	5.123381658
1048	5.122111377
1049	5.1208841
1050	5.119570985
1051	5.118241632
1052	5.116775916
1053	5.115233878
1054	5.113755799
1055	5.112683814
1056	5.111511973
1057	5.11012199
1058	5.109103642
1059	5.108027176
1060	5.106371667
1061	5.104864491
1062	5.103330905
1063	5.102615152
1064	5.1013977
1065	5.100549198
1066	5.09918201
1067	5.097782067
1068	5.096444534
1069	5.095436832
1070	5.093790231
1071	5.092378196
1072	5.09076752
1073	5.089599479
1074	5.088555136
1075	5.087483
1076	5.0859934
1077	5.084444191
1078	5.082464061
1079	5.080675897
1080	5.079622751
1081	5.078142247
1082	5.077106889
1083	5.075133112
1084	5.073664572
1085	5.072512414
1086	5.070740078
1087	5.069149447
1088	5.067959361
1089	5.066671086
1090	5.065329311
1091	5.064224915
1092	5.062164151
1093	5.06044954
1094	5.059164509
1095	5.057688815
1096	5.056050742
1097	5.054635862
1098	5.053599948
1099	5.052484491
1100	5.051146391
1101	5.050165885
1102	5.049106979
1103	5.04735311
1104	5.046569927
1105	5.045380941
1106	5.044332389
1107	5.043038716
1108	5.041775601
1109	5.040678296
1110	5.039217234
1111	5.037713433
1112	5.036660243
1113	5.035446621
1114	5.033715287
1115	5.032615677
1116	5.031815169
1117	5.030203236
1118	5.028994656
1119	5.027428957
1120	5.025575448
1121	5.023958441
1122	5.022539379
1123	5.021455109
1124	5.020398793
1125	5.018937754
1126	5.017577619
1127	5.016078574
1128	5.014803489
1129	5.013486067
1130	5.012427984
1131	5.011341696
1132	5.010228487
1133	5.009235813
1134	5.007725234
1135	5.006743961
1136	5.005462843
1137	5.004623169
1138	5.002912885
1139	5.001359243
1140	4.99953018
1141	4.998498866
1142	4.997070388
1143	4.995110921
1144	4.993803246
1145	4.992379101
1146	4.991036769
1147	4.990533369
1148	4.989059841
1149	4.987832439
1150	4.986421325
1151	4.985210837
1152	4.984105644
1153	4.982901514
1154	4.981707145
1155	4.980258202
1156	4.978590997
1157	4.977752004
1158	4.9766061
1159	4.9755076
1160	4.973485418
1161	4.972222701
1162	4.970930083
1163	4.969894255
1164	4.968573128
1165	4.967355996
1166	4.965948946
1167	4.964538572
1168	4.962990023
1169	4.961661602
1170	4.960456057
1171	4.958878771
1172	4.9574077
1173	4.956800685
1174	4.955258454
1175	4.953749755
1176	4.952528379
1177	4.951550753
1178	4.95052222
1179	4.949385745
1180	4.948324147
1181	4.947303229
1182	4.946016121
1183	4.944857801
1184	4.943559735
1185	4.94263724
1186	4.941164287
1187	4.939687381
1188	4.938528126
1189	4.936923267
1190	4.935258718
1191	4.934466233
1192	4.933067139
1193	4.931556245
1194	4.930767613
1195	4.92977369
1196	4.928301585
1197	4.927196962
1198	4.925498507
1199	4.924999131
1200	4.924222034
1201	4.922959225
1202	4.92211746
1203	4.920761397
1204	4.919379151
1205	4.917880722
1206	4.917064602
1207	4.915872491
1208	4.9147374
1209	4.913733919
1210	4.91217169
1211	4.910790434
1212	4.909547846
1213	4.907710686
1214	4.906030849
1215	4.90485864
1216	4.903019514
1217	4.902243351
1218	4.901376303
1219	4.900985789
1220	4.900331712
1221	4.899541133
1222	4.898181939
1223	4.897074583
1224	4.895256853
1225	4.894394363
1226	4.893022154
1227	4.891426541
1228	4.890485779
1229	4.889162028
1230	4.887914688
1231	4.886554773
1232	4.885047619
1233	4.88405139
1234	4.883113554
1235	4.882068618
1236	4.880867899
1237	4.879734182
1238	4.878857741
1239	4.877640556
1240	4.876702708
1241	4.87591816
1242	4.8745187
1243	4.87347145
1244	4.872050904
1245	4.87093108
1246	4.869677162
1247	4.868805974
1248	4.868233354
1249	4.866999427
1250	4.866050956
1251	4.864663555
1252	4.863510995
1253	4.862043914
1254	4.860909167
1255	4.859244512
1256	4.858136507
1257	4.857068293
1258	4.856146429
1259	4.85468402
1260	4.853968386
1261	4.853158793
1262	4.851670229
1263	4.850883785
1264	4.850120053
1265	4.848547682
1266	4.847283446
1267	4.846265983
1268	4.844862732
1269	4.843544899
1270	4.842460223
1271	4.840901677
1272	4.83991736
1273	4.838558953
1274	4.837332209
1275	4.836075349
1276	4.834832923
1277	4.833051149
1278	4.832123616
1279	4.830649393
1280	4.828703109
1281	4.827610202
1282	4.826408599
1283	4.825580225
1284	4.824366292
1285	4.823051962
1286	4.822117849
1287	4.820567812
1288	4.819038663
1289	4.817660631
1290	4.81600421
1291	4.814874119
1292	4.813726699
1293	4.812472892
1294	4.810964299
1295	4.809964228
1296	4.808952097
1297	4.807853029
1298	4.806931734
1299	4.804931417
1300	4.804272505
1301	4.803373683
1302	4.801870837
1303	4.800523261
1304	4.7995054
1305	4.797885216
1306	4.796826004
1307	4.795534603
1308	4.794388847
1309	4.793724429
1310	4.792565507
1311	4.791666773
1312	4.790687113
1313	4.789844932
1314	4.788399874
1315	4.787176559
1316	4.785995287
1317	4.78466585
1318	4.783418554
1319	4.782557939
1320	4.781510161
1321	4.780260873
1322	4.778781332
1323	4.777751774
1324	4.776725621
1325	4.775827795
1326	4.774778088
1327	4.773391012
1328	4.77278582
1329	4.771304083
1330	4.770370033
1331	4.769502544
1332	4.768177492
1333	4.766788467
1334	4.765368835
1335	4.763663474
1336	4.762402063
1337	4.761409311
1338	4.760189814
1339	4.759123521
1340	4.757660997
1341	4.756156163
1342	4.754164157
1343	4.752790521
1344	4.751688134
1345	4.750677948
1346	4.749689267
1347	4.748528112
1348	4.747416588
1349	4.746139148
1350	4.745049703
1351	4.744156438
1352	4.743511435
1353	4.742030264
1354	4.741179853
1355	4.740253774
1356	4.739473818
1357	4.737768813
1358	4.736696816
1359	4.736041061
1360	4.734962823
1361	4.733736427
1362	4.732851734
1363	4.731768371
1364	4.730967
1365	4.729881557
1366	4.728889194
1367	4.727711629
1368	4.726604181
1369	4.724657732
1370	4.723927773
1371	4.722838216
1372	4.721021745
1373	4.719348157
1374	4.718121294
1375	4.717070075
1376	4.716277943
1377	4.71482736
1378	4.713130714
1379	4.712007862
1380	4.710720179
1381	4.708969063
1382	4.707452585
1383	4.706158434
1384	4.705207641
1385	4.704180323
1386	4.703243658
1387	4.702245815
1388	4.700689809
1389	4.699510837
1390	4.697889232
1391	4.696332449
1392	4.694665764
1393	4.693530162
1394	4.692121998
1395	4.69087662
1396	4.690004252
1397	4.688377691
1398	4.687033212
1399	4.685888918
1400	4.684602686
1401	4.683166658
1402	4.682371425
1403	4.681136791
1404	4.679950927
1405	4.678899168
1406	4.678111415
1407	4.677166708
1408	4.675841361
1409	4.675223593
1410	4.67435826
1411	4.672606559
1412	4.671434472
1413	4.67021303
1414	4.669046852
1415	4.668152256
1416	4.666900312
1417	4.665758059
1418	4.664026454
1419	4.662697782
1420	4.661741266
1421	4.660283837
1422	4.659396076
1423	4.658215112
1424	4.656872747
1425	4.655680035
1426	4.654387178
1427	4.65331472
1428	4.652441912
1429	4.651148842
1430	4.649935594
1431	4.648596244
1432	4.647519195
1433	4.646139694
1434	4.645220246
1435	4.644830656
1436	4.64354633
1437	4.642512158
1438	4.641267808
1439	4.63985936
1440	4.638521666
1441	4.637780281
1442	4.636024626
1443	4.63466557
1444	4.633348456
1445	4.631899275
1446	4.630537587
1447	4.629332219
1448	4.628232507
1449	4.626810739
1450	4.62532076
1451	4.623711756
1452	4.622476393
1453	4.621251144
1454	4.620208741
1455	4.619451019
1456	4.618285909
1457	4.616860242
1458	4.615421226
1459	4.613646954
1460	4.612704551
1461	4.611589555
1462	4.610062132
1463	4.609186293
1464	4.608419666
1465	4.606921922
1466	4.605887525
1467	4.60464942
1468	4.603652354
1469	4.602345182
1470	4.601589723
1471	4.600341453
1472	4.59869111
1473	4.597356476
1474	4.596207962
1475	4.595687975
1476	4.594811668
1477	4.594140753
1478	4.593052441
1479	4.591685734
1480	4.589523296
1481	4.588855048
1482	4.587898367
1483	4.587007727
1484	4.58577677
1485	4.585088226
1486	4.583709854
1487	4.582853495
1488	4.581866797
1489	4.580493722
1490	4.579562022
1491	4.578603236
1492	4.57731232
1493	4.576589394
1494	4.574831524
1495	4.573727802
1496	4.572782366
1497	4.571898169
1498	4.570460986
1499	4.569248842
1500	4.568596883
1501	4.567486534
1502	4.56589765
1503	4.564963552
1504	4.564001389
1505	4.562829782
1506	4.562143372
1507	4.561313952
1508	4.560325948
1509	4.559029161
1510	4.557809827
1511	4.556376628
1512	4.555276806
1513	4.553767057
1514	4.552374544
1515	4.551560767
1516	4.55081304
1517	4.549953173
1518	4.548152588
1519	4.547222863
1520	4.546081215
1521	4.544907429
1522	4.543343575
1523	4.54264363
1524	4.542005802
1525	4.540985977
1526	4.53893689
1527	4.537622914
1528	4.536579368
1529	4.535403781
1530	4.534416856
1531	4.533416342
1532	4.532730981
1533	4.530734655
1534	4.529728573
1535	4.528071896
1536	4.527104929
1537	4.526304562
1538	4.525015773
1539	4.523428042
1540	4.522061689
1541	4.520845794
1542	4.519806797
1543	4.518500804
1544	4.517823828
1545	4.516863558
1546	4.515725276
1547	4.514293937
1548	4.51324331
1549	4.512145348
1550	4.511054465
1551	4.509404802
1552	4.508075266
1553	4.507238572
1554	4.506147625
1555	4.50501455
1556	4.504372274
1557	4.502904728
1558	4.501673178
1559	4.500845129
1560	4.499830238
1561	4.498453938
1562	4.497369924
1563	4.495868765
1564	4.494756583
1565	4.493705913
1566	4.492587569
1567	4.491551974
1568	4.490900576
1569	4.490305766
1570	4.489379462
1571	4.488217897
1572	4.486758689
1573	4.485606294
1574	4.484685162
1575	4.483199746
1576	4.482053422
1577	4.480872363
1578	4.479518035
1579	4.478026172
1580	4.476813032
1581	4.475987667
1582	4.475107871
1583	4.474543765
1584	4.473574824
1585	4.472801477
1586	4.472008295
1587	4.470943499
1588	4.469935347
1589	4.468885398
1590	4.467963238
1591	4.466806501
1592	4.465853696
1593	4.464209924
1594	4.463633032
1595	4.46325168
1596	4.462000985
1597	4.460742489
1598	4.459150834
1599	4.458200404
1600	4.4564624
1601	4.454756897
1602	4.453786375
1603	4.453117285
1604	4.451818173
1605	4.451257091
1606	4.450121375
1607	4.448745928
1608	4.448098481
1609	4.447103248
1610	4.446266967
1611	4.445328761
1612	4.443991782
1613	4.443227357
1614	4.441956303
1615	4.440479655
1616	4.439508498
1617	4.438543324
1618	4.437232655
1619	4.436141819
1620	4.434360842
1621	4.432873352
1622	4.432331608
1623	4.431254324
1624	4.43006211
1625	4.429057252
1626	4.4275066
1627	4.426697623
1628	4.425222656
1629	4.424225512
1630	4.423085431
1631	4.421714601
1632	4.420100825
1633	4.419561216
1634	4.418422921
1635	4.417378621
1636	4.416116253
1637	4.414941117
1638	4.413167505
1639	4.411758433
1640	4.41050183
1641	4.409571483
1642	4.409253433
1643	4.408644197
1644	4.407273055
1645	4.40680597
1646	4.405746707
1647	4.404630716
1648	4.402986892
1649	4.401823689
1650	4.400848707
1651	4.400086085
1652	4.398729765
1653	4.397604226
1654	4.396805926
1655	4.396147272
1656	4.395068428
1657	4.39353359
1658	4.391536798
1659	4.390598042
1660	4.389476173
1661	4.388103248
1662	4.387317774
1663	4.386201112
1664	4.385470481
